name,ra,dec,bii
PSR J1459-6053,224.8758755375,-60.888797866666664,-1.7911510378154105
PSR J1509-5850,227.36317916666667,-58.84892222222223,-0.6207005842243242
PSR J1513-2550,228.347171285,-25.842028494444442,26.96446305881015
B1509-58,228.4818200875,-59.13597112944444,-1.1620411674657158
PSR J1514-4946,228.57964225366663,-49.77097986538333,6.8074511295910325
PSR J1522-5735,230.5220593498736,-57.58297959686924,-0.4149343151360653
PSR J1526-2744,231.68792976322823,-27.73497577905365,23.669570099170198
PSR J1528-5838,232.10275932,-58.63320226388889,-1.7517785501766319
PSR J1531-5610,232.86625867083333,-56.182035281944444,0.03265640068725734
PSR J1536-4948,234.09675380583334,-49.81519111666666,4.7889735387988095
PSR J1543-5149,235.93395677625,-51.83185799444445,2.478958471832186
PSR J1544+4937,236.01868833041667,49.632018308333336,50.16584662856965
PSR J1552+5437,238.2222339561667,54.618273508586114,47.20950758532776
PSR J1555-2908,238.91941067865923,-29.1412295394128,18.50271176242583
PSR J1600-3053,240.21626308541667,-30.897053977777777,16.451381014168977
PSR J1614-2230,243.65211398833333,-22.508683833333333,20.192105898170098
B1610-50,243.5514035166667,-50.79598769083333,0.17336817350266603
PSR J1615-5137,243.8213628779167,-51.621933130555554,-0.5411755379602095
PSR J1620-4927,245.1729259595833,-49.46010001388889,0.40780487218299366
PSR J1622-0315,245.74845527329168,-3.260363736638889,30.6759533464636
PSR J1623-5005,245.76707357470832,-50.08763660751389,-0.30724093821409754
PSR J1623-6936,245.96416666666667,-69.61361111111111,-13.963105843094702
PSR J1624-4041,246.04131051583332,-40.69152095277777,6.148582376016437
PSR J1625-0021,246.29315796075002,-0.35804447672499995,31.82679281816332
PSR J1627+3219,246.97082717825,32.30740091516389,43.208964271007524
PSR J1628-3205,247.02919182956953,-32.09692094929634,11.482341074844122
PSR J1630+3734,247.65195208125,37.57834788888889,43.214573301322055
PSR J1640+2224,250.0697718691667,22.402447191666667,38.27118496565918
PSR J1641+8049,250.33684541666668,80.83137111111111,31.76256355963052
PSR J1641-5317,250.31646260500003,-53.29689370277777,-4.556715003312889
B1643-43,251.71209449083332,-43.76550945,0.9762501036308645
PSR J1648-4611,252.09182085416666,-46.18771991,-0.7937788181939933
PSR J1649-3012,252.375,-30.208333333333332,9.250825031401089
