ra,dec,name
176.272797,8.466966,NGC 3863
176.402361,55.885636,NGC 3850
176.440297,10.823637,NGC 3869
176.440296,19.774483,NGC 3875
176.454463,13.766141,NGC 3872
176.484033,50.200909,NGC 3870
176.533619,47.49424,NGC 3877
176.59321,33.162279,NGC 3880
176.694461,-27.922813,NGC 3885
176.76988,-16.854463,NGC 3887
176.771963,19.837817,NGC 3886
176.890695,55.971469,NGC 3888
177.004881,-10.961954,NGC 3892
177.163203,48.711185,NGC 3893
177.214442,59.417027,NGC 3894
177.237786,48.675074,NGC 3896
177.24821,35.01617,NGC 3897
177.269442,59.433694,NGC 3895
177.271132,-9.729452,NGC 3905
177.287379,27.023938,NGC 3900
177.305712,-29.276426,NGC 3904
177.314446,56.083969,NGC 3898
177.329046,26.122826,NGC 3902
177.34363,24.939213,NGC 3911
177.417787,48.425074,NGC 3906
177.517796,26.479771,NGC 3912
177.662365,55.353413,NGC 3913
177.689452,51.825911,NGC 3917
177.710699,55.145636,NGC 3916
177.759046,-28.806426,NGC 3923
177.775699,55.07758,NGC 3921
177.807785,52.000911,NGC 3931
177.929465,21.002819,NGC 3929
177.942794,38.015063,NGC 3930
177.946538,48.681463,NGC 3928
178.005716,16.809479,NGC 3933
178.085714,-26.906423,NGC 3936
178.102379,32.403945,NGC 3935
178.207791,44.123959,NGC 3938
178.229878,36.987284,NGC 3941
178.311527,60.676751,NGC 3945
178.334049,20.753374,NGC 3947
178.419467,-3.996109,NGC 3952
178.423206,47.859796,NGC 3949
178.424049,20.883652,NGC 3954
178.456537,52.327578,NGC 3953
178.491549,-23.165028,NGC 3955
178.504466,-20.566691,NGC 3956
178.504883,-19.568356,NGC 3957
178.644031,58.367305,NGC 3958
178.666134,-13.97307,NGC 3962
178.700298,28.266718,NGC 3964
178.747365,58.493694,NGC 3963
178.750261,69.316756,NGC 3961
178.788633,-18.926689,NGC 3969
178.794051,-7.843893,NGC 3967
178.870718,11.970305,NGC 3968
178.902381,29.996164,NGC 3971
178.927798,32.190056,NGC 3966
178.942369,55.318692,NGC 3972
178.974446,60.529529,NGC 3975
178.987801,6.749464,NGC 3976
179.030717,-19.895023,NGC 3981
179.034869,55.392303,NGC 3977
179.044446,60.522584,NGC 3978
179.117369,55.124803,NGC 3982
179.175291,48.335074,NGC 3985
179.181548,32.022556,NGC 3986
179.33905,25.194769,NGC 3987
179.359883,25.232825,NGC 3989
179.350299,27.883384,NGC 3988
179.378215,32.337834,NGC 3991
179.400298,32.278945,NGC 3994
179.401121,53.375357,NGC 3992
179.401536,55.459247,NGC 3990
179.407383,25.242269,NGC 3993
179.435299,32.293945,NGC 3995
179.447383,25.271714,NGC 3997
179.460299,29.04283,NGC 3984
179.48612,55.454247,NGC 3998
179.48905,25.145047,NGC 4000
179.5228,27.877273,NGC 4004
179.543217,25.121714,NGC 4005
179.571966,28.192829,NGC 4008
179.631552,-18.345021,NGC 4024
179.632378,43.946737,NGC 4013
179.648218,16.177812,NGC 4014
179.657793,47.260629,NGC 4010
179.680301,25.043102,NGC 4015
179.731966,30.413387,NGC 4020
179.754884,25.221991,NGC 4022
179.771551,24.988658,NGC 4023
179.791548,37.792841,NGC 4025
179.856958,50.962022,NGC 4026
179.875719,-19.268078,NGC 4027
180.10072,-1.101104,NGC 4030
180.122386,-15.948351,NGC 4035
180.130717,31.947556,NGC 4031
180.137802,20.076151,NGC 4032
180.145303,-17.841687,NGC 4033
180.349053,13.401696,NGC 4037
180.364032,61.894808,NGC 4036
180.376102,69.323423,NGC 4034
180.47072,-18.865022,NGC 4038
180.474886,-18.885022,NGC 4039
180.550282,62.139253,NGC 4041
180.675304,1.978901,NGC 4045
180.708637,18.016148,NGC 4048
180.713628,48.63702,NGC 4047
180.725304,-16.374463,NGC 4050
180.790297,44.53146,NGC 4051
181.010293,52.58869,NGC 4068
181.014885,31.894778,NGC 4062
181.03947,20.348374,NGC 4060
181.045304,18.442815,NGC 4064
181.046138,10.855026,NGC 4067
181.110722,1.896678,NGC 4073
181.135721,20.20504,NGC 4076
181.141948,64.438421,NGC 4081
181.199472,10.595859,NGC 4078
181.210305,-2.382773,NGC 4079
181.345712,50.353966,NGC 4085
181.397795,50.542299,NGC 4088
181.474888,-14.526682,NGC 4094
181.504464,47.475352,NGC 4096
181.511551,36.863674,NGC 4097
181.516554,20.607818,NGC 4098
181.535713,49.581743,NGC 4100
181.597795,52.711468,NGC 4102
181.659887,28.175329,NGC 4104
181.669887,-29.761706,NGC 4105
181.690279,67.163145,NGC 4108
181.714466,42.995903,NGC 4109
181.76155,43.067292,NGC 4111
181.764888,18.531426,NGC 4110
181.801556,-14.185292,NGC 4114
181.901973,2.692513,NGC 4116
181.9428,43.126181,NGC 4117
181.971134,43.112848,NGC 4118
181.982784,65.117032,NGC 4121
182.030284,65.172866,NGC 4125
182.03864,10.379192,NGC 4124
182.046557,2.877791,NGC 4123
182.120251,76.804815,NGC 4127
182.134026,69.546479,NGC 4120
182.136111,68.767868,NGC 4128
182.221973,-9.037229,NGC 4129
182.290301,44.00396,NGC 4135
182.293221,29.177553,NGC 4134
182.325721,29.926998,NGC 4136
182.326134,44.091182,NGC 4137
182.378634,43.687848,NGC 4138
182.37988,53.104802,NGC 4142
182.402801,42.536458,NGC 4143
182.447376,58.849251,NGC 4141
182.4978,46.457296,NGC 4144
182.509469,39.881177,NGC 4145
182.533637,35.878117,NGC 4148
182.576556,26.43116,NGC 4146
182.637803,39.407844,NGC 4151
182.639888,30.401721,NGC 4150
182.656974,16.033645,NGC 4152
182.707386,39.473399,NGC 4156
182.770716,50.486188,NGC 4157
182.791557,20.176985,NGC 4158
182.96614,24.123379,NGC 4162
183.038221,36.169506,NGC 4163
183.041141,17.757537,NGC 4166
183.049891,13.246696,NGC 4165
183.062796,56.178138,NGC 4172
183.069058,13.206696,NGC 4168
183.079473,29.180331,NGC 4173
183.090306,29.20672,NGC 4170
183.112806,29.14922,NGC 4175
183.193225,10.863637,NGC 4178
183.217808,1.300011,NGC 4179
183.259892,7.038909,NGC 4180
183.323636,43.698682,NGC 4183
183.341973,28.511441,NGC 4185
183.372384,50.741467,NGC 4187
183.436555,36.633396,NGC 4190
183.445308,13.426697,NGC 4189
183.451142,14.89531,NGC 4192
183.459059,7.200298,NGC 4191
183.473225,13.174474,NGC 4193
183.526975,14.727254,NGC 4186
183.541132,54.527581,NGC 4194
183.550295,59.600085,NGC 4195
183.575298,56.000082,NGC 4198
183.659892,5.805851,NGC 4197
183.683642,12.181139,NGC 4200
183.77239,33.198114,NGC 4203
183.809892,20.659763,NGC 4204
183.819476,13.025029,NGC 4206
183.819873,65.985644,NGC 4210
183.876143,9.585024,NGC 4207
183.899058,28.177274,NGC 4211
183.909058,23.982824,NGC 4213
183.913226,13.90142,NGC 4212
183.91489,36.327562,NGC 4214
183.94447,48.131186,NGC 4218
183.962387,47.092297,NGC 4217
183.971559,13.149474,NGC 4216
183.978226,6.401963,NGC 4215
184.004873,66.231756,NGC 4221
184.04947,47.884797,NGC 4220
184.094893,13.308641,NGC 4222
184.111554,47.027852,NGC 4226
184.116972,-43.324503,NGC 4219
184.14031,7.461132,NGC 4224
184.140724,33.52117,NGC 4227
184.165724,33.560614,NGC 4229
184.181119,69.465646,NGC 4236
184.204887,47.439241,NGC 4232
184.205304,47.457853,NGC 4231
184.236544,63.410921,NGC 4238
184.27781,7.623076,NGC 4233
184.286977,3.68307,NGC 4234
184.287393,7.191965,NGC 4235
184.294893,15.324477,NGC 4237
184.31156,16.531979,NGC 4239
184.356144,6.690575,NGC 4241
184.360701,70.802036,NGC 4250
184.375307,37.807564,NGC 4244
184.376138,45.622573,NGC 4242
184.404475,29.609498,NGC 4245
184.459471,47.410353,NGC 4248
184.49281,7.185298,NGC 4246
184.49281,7.274742,NGC 4247
184.533642,28.175607,NGC 4251
184.535727,-1.064993,NGC 4202
184.610309,29.813387,NGC 4253
184.629477,5.560017,NGC 4252
184.68446,65.899533,NGC 4256
184.706144,14.418643,NGC 4254
184.741555,47.304519,NGC 4258
184.779894,5.725018,NGC 4257
184.841978,6.100296,NGC 4260
184.842811,5.376128,NGC 4259
184.845311,5.826685,NGC 4261
184.878227,14.878921,NGC 4262
184.889885,56.737305,NGC 4271
184.898644,5.847518,NGC 4264
184.927811,5.539462,NGC 4266
184.940728,12.799196,NGC 4267
184.946978,5.283906,NGC 4268
184.950726,30.33811,NGC 4272
184.953228,5.464462,NGC 4270
184.954478,6.01724,NGC 4269
184.962393,29.615054,NGC 4274
184.968643,27.621162,NGC 4275
184.981978,5.346684,NGC 4273
185.016561,5.341962,NGC 4277
185.03031,29.279776,NGC 4278
185.050301,58.083417,NGC 4284
185.07611,75.372593,NGC 4291
185.08781,29.311164,NGC 4283
185.090728,5.386962,NGC 4281
185.101145,5.574462,NGC 4282
185.104895,-11.666677,NGC 4279
185.161973,46.293407,NGC 4288
185.174477,29.343942,NGC 4286
185.201968,58.092306,NGC 4290
185.259478,3.721126,NGC 4289
185.30031,28.150052,NGC 4295
185.304478,18.382815,NGC 4293
185.318645,4.596405,NGC 4292
185.322812,11.511138,NGC 4294
185.367812,6.654186,NGC 4296
185.386562,14.606976,NGC 4298
185.389479,4.779461,NGC 4301
185.419479,11.504194,NGC 4299
185.424895,5.385851,NGC 4300
185.427395,14.601421,NGC 4302
185.433196,75.324537,NGC 4319
185.478229,4.472238,NGC 4303
185.516145,12.740307,NGC 4305
185.518229,12.786973,NGC 4306
185.521979,9.04419,NGC 4307
185.549896,7.14502,NGC 4309
185.553644,-33.483934,NGC 4304
185.600278,76.183427,NGC 4331
185.610311,29.208942,NGC 4310
185.631562,15.538922,NGC 4312
185.659062,11.803639,NGC 4313
185.678646,9.332246,NGC 4315
185.681562,8.198633,NGC 4318
185.697381,65.843978,NGC 4332
185.730312,15.823089,NGC 4321
185.75697,58.444251,NGC 4335
185.757396,15.905867,NGC 4322
185.774063,5.249739,NGC 4324
185.798646,6.073074,NGC 4326
185.819063,11.36836,NGC 4330
185.836979,-12.558623,NGC 4329
185.843646,6.041129,NGC 4333
185.851146,7.474187,NGC 4334
185.866975,46.994241,NGC 4346
185.87445,74.952315,NGC 4363
185.893646,6.081963,NGC 4339
185.898229,16.724757,NGC 4340
185.907812,17.541148,NGC 4344
185.911979,7.055298,NGC 4342
185.975313,-3.444719,NGC 4348
185.992813,16.692813,NGC 4350
185.993224,48.779521,NGC 4357
186.001563,7.785299,NGC 4353
186.007813,12.206695,NGC 4351
186.009054,58.385085,NGC 4358
186.019896,11.218915,NGC 4352
186.049895,31.522279,NGC 4359
186.062396,8.541411,NGC 4356
186.050304,58.350084,NGC 4362
186.116563,7.318354,NGC 4365
186.12195,75.530371,NGC 4386
186.149894,39.382566,NGC 4369
186.228647,7.443909,NGC 4370
186.230313,11.704472,NGC 4371
186.252395,28.558386,NGC 4375
186.26573,12.887529,NGC 4374
186.300307,54.504804,NGC 4384
186.302397,14.764199,NGC 4377
186.31198,15.607533,NGC 4379
186.32323,4.926683,NGC 4376
186.327811,-39.760332,NGC 4373
186.329467,64.933978,NGC 4391
186.342813,10.015858,NGC 4380
186.35323,18.190871,NGC 4382
186.35698,16.470035,NGC 4383
186.39656,45.686184,NGC 4389
186.42448,12.811696,NGC 4387
186.427814,0.573343,NGC 4385
186.446147,12.661696,NGC 4388
186.458229,33.54617,NGC 4395
186.461564,10.459192,NGC 4390
186.462396,27.560329,NGC 4393
186.484063,18.215037,NGC 4394
186.497397,15.671978,NGC 4396
186.531564,16.18059,NGC 4405
186.53323,13.112807,NGC 4402
186.54948,12.946974,NGC 4406
186.567814,-7.68056,NGC 4403
186.614896,31.224778,NGC 4414
186.619897,8.873634,NGC 4411
186.623647,9.020023,NGC 4410
186.632814,12.609751,NGC 4413
186.649897,3.965848,NGC 4412
186.695314,7.91891,NGC 4416
186.710731,9.583913,NGC 4417
186.737397,15.04781,NGC 4419
186.742398,2.494179,NGC 4420
186.760731,15.461978,NGC 4421
186.798231,9.420857,NGC 4424
186.806147,12.735862,NGC 4425
186.837803,64.800367,NGC 4441
186.860314,11.108082,NGC 4429
186.861564,12.291139,NGC 4431
186.867814,-8.168061,NGC 4428
186.887814,6.231685,NGC 4432
186.910731,-8.279727,NGC 4433
186.919481,13.08003,NGC 4435
186.924064,12.316695,NGC 4436
186.939898,13.010029,NGC 4438
186.972398,12.293084,NGC 4440
187.015731,9.805024,NGC 4442
187.047811,44.094516,NGC 4449
187.064898,9.436968,NGC 4445
187.065314,28.620886,NGC 4448
187.122814,17.084758,NGC 4450
187.151145,-43.261447,NGC 4444
187.169482,9.258357,NGC 4451
187.181148,11.755861,NGC 4452
187.185731,22.823933,NGC 4455
187.191978,44.863128,NGC 4460
187.213232,-1.940828,NGC 4454
187.220315,-11.652233,NGC 4484
187.241148,13.243085,NGC 4458
187.247398,3.571125,NGC 4457
187.250731,13.979475,NGC 4459
187.262815,13.185585,NGC 4461
187.336565,8.158355,NGC 4464
187.338648,-23.166418,NGC 4462
187.367815,8.751689,NGC 4469
187.376982,7.994188,NGC 4467
187.378232,7.696688,NGC 4466
187.380732,14.049753,NGC 4468
187.408232,7.822799,NGC 4470
187.444065,7.999466,NGC 4472
187.453649,13.430308,NGC 4473
187.472815,14.068364,NGC 4474
187.494899,12.348084,NGC 4476
187.510732,13.636419,NGC 4477
187.544482,10.780026,NGC 4482
187.572815,12.328917,NGC 4478
187.577399,13.578086,NGC 4479
187.610732,4.248071,NGC 4480
187.632396,41.700347,NGC 4485
187.65323,41.639791,NGC 4490
187.669899,9.015579,NGC 4483
187.707399,12.390028,NGC 4486
187.714482,8.362244,NGC 4488
187.735732,11.483638,NGC 4491
187.749899,8.077522,NGC 4492
187.768649,-8.053894,NGC 4487
187.785733,0.613343,NGC 4493
187.843226,57.964529,NGC 4500
187.851565,25.77366,NGC 4494
187.887399,11.626972,NGC 4497
187.914066,3.939737,NGC 4496
187.916566,16.853647,NGC 4498
187.998649,14.421421,NGC 4501
188.007389,66.33259,NGC 4513
188.014899,16.687535,NGC 4502
188.022398,-39.982554,NGC 4499
188.026983,11.17836,NGC 4503
188.045733,13.421697,NGC 4506
188.071983,-7.563615,NGC 4504
188.150308,63.883422,NGC 4512
188.190317,0.112231,NGC 4437
188.201975,63.9387,NGC 4521
188.279066,32.093113,NGC 4509
188.282817,14.575865,NGC 4516
188.3774,8.654467,NGC 4519
188.416984,9.175023,NGC 4522
188.451983,15.168366,NGC 4523
188.458234,-7.375282,NGC 4520
188.465733,30.278388,NGC 4525
188.5124,7.700299,NGC 4526
188.524066,35.519228,NGC 4534
188.526984,11.322527,NGC 4528
188.536984,2.653624,NGC 4527
188.5674,13.076418,NGC 4531
188.581151,6.470019,NGC 4532
188.584901,8.198077,NGC 4535
188.592817,2.32529,NGC 4533
188.612401,2.188623,NGC 4536
188.64406,63.527588,NGC 4545
188.64615,18.202538,NGC 4539
188.670734,3.323903,NGC 4538
188.712817,15.552811,NGC 4540
188.794484,-0.220547,NGC 4541
188.859901,14.496976,NGC 4548
188.873234,-3.793609,NGC 4546
188.879068,12.221417,NGC 4550
188.896567,25.850882,NGC 4562
188.902818,3.037236,NGC 4544
188.9049,-39.908665,NGC 4507
188.909484,12.265584,NGC 4551
188.916568,12.556973,NGC 4552
188.923651,26.523383,NGC 4555
188.940734,26.909773,NGC 4556
188.991151,27.960052,NGC 4559
189.034067,-39.438665,NGC 4553
189.036151,19.323928,NGC 4561
189.086151,25.984771,NGC 4565
189.112818,11.439194,NGC 4564
189.136985,11.258638,NGC 4567
189.144901,11.237527,NGC 4568
189.209068,13.163363,NGC 4569
189.222402,7.247798,NGC 4570
189.236568,14.217531,NGC 4571
189.356973,74.194815,NGC 4589
189.378235,9.555302,NGC 4578
189.390319,4.368071,NGC 4576
189.432817,-43.620059,NGC 4573
189.434485,11.81975,NGC 4579
189.451985,5.369184,NGC 4580
189.466151,-40.538111,NGC 4575
189.574069,13.110307,NGC 4584
189.617402,4.318904,NGC 4586
189.648652,2.656679,NGC 4587
189.690736,6.770297,NGC 4588
189.826986,-0.529159,NGC 4592
189.914069,-5.344445,NGC 4593
189.965319,15.298644,NGC 4595
189.98407,10.175858,NGC 4596
189.99782,-11.622789,NGC 4594
190.001566,61.609254,NGC 4605
190.053653,-5.799723,NGC 4597
190.094486,3.119736,NGC 4600
190.154903,-5.132778,NGC 4602
190.194902,-40.892556,NGC 4601
190.232402,-40.975889,NGC 4603
190.241153,11.911417,NGC 4606
190.301153,11.885861,NGC 4607
190.306987,10.156414,NGC 4608
190.387404,7.315298,NGC 4612
190.387819,41.150902,NGC 4618
190.436153,35.06395,NGC 4619
190.439479,74.42176,NGC 4648
190.471153,41.274235,NGC 4625
190.49907,12.943085,NGC 4620
190.49907,32.57478,NGC 4627
190.510737,11.646972,NGC 4621
190.532403,32.541169,NGC 4631
190.544904,7.678354,NGC 4623
190.571153,-40.642277,NGC 4616
190.605737,-7.04417,NGC 4626
190.631571,3.960293,NGC 4630
190.633654,-0.082492,NGC 4632
190.634904,-1.350827,NGC 4629
190.655737,14.355865,NGC 4633
190.65907,-40.743944,NGC 4622
190.661987,19.946151,NGC 4635
190.668654,14.29642,NGC 4634
190.675319,55.133416,NGC 4644
190.699071,11.443083,NGC 4638
190.707821,2.688068,NGC 4636
190.717819,54.857027,NGC 4646
190.719487,13.258363,NGC 4639
190.726154,11.436694,NGC 4637
190.823238,-0.644437,NGC 4642
190.834488,1.978067,NGC 4643
190.885321,11.582249,NGC 4647
190.918238,11.549472,NGC 4649
190.927821,16.394479,NGC 4651
190.962405,-0.559437,NGC 4653
190.986155,13.125863,NGC 4654
190.991988,32.171724,NGC 4656
191.041154,-41.750334,NGC 4645
191.085738,-40.732,NGC 4650
191.110321,37.120342,NGC 4662
191.135321,11.19086,NGC 4660
191.157822,-10.084175,NGC 4658
191.196572,-10.197786,NGC 4663
191.276155,3.057236,NGC 4664
191.287822,-0.460548,NGC 4666
191.311571,-40.823389,NGC 4661
191.321155,27.126162,NGC 4670
191.375321,54.733415,NGC 4675
191.383239,-0.534992,NGC 4668
191.395322,27.061162,NGC 4673
191.448655,-7.069448,NGC 4671
191.514489,-8.655839,NGC 4674
191.542822,30.733389,NGC 4676
191.564072,-41.706446,NGC 4672
191.665322,54.536471,NGC 4686
191.739906,-41.582834,NGC 4677
191.815323,-10.063342,NGC 4682
191.824073,-2.727496,NGC 4684
191.849073,35.351728,NGC 4687
191.872406,-43.334503,NGC 4681
191.878656,-39.571165,NGC 4679
191.885739,54.377026,NGC 4695
191.927823,-41.527834,NGC 4683
191.941156,13.764197,NGC 4689
191.945323,4.335016,NGC 4688
191.981156,27.223384,NGC 4692
192.056573,-3.333053,NGC 4691
192.06324,10.985304,NGC 4694
192.09824,8.4878,NGC 4698
192.100323,51.150079,NGC 4707
192.149907,-5.800557,NGC 4697
192.194073,41.922014,NGC 4704
192.207823,-41.310889,NGC 4696
192.259907,-8.66445,NGC 4699
192.282823,-11.410566,NGC 4700
192.299907,3.390292,NGC 4701
192.32949,-9.108896,NGC 4703
192.35449,-5.195833,NGC 4705
192.39449,25.470326,NGC 4712
192.412824,15.165311,NGC 4710
192.42324,-11.093343,NGC 4708
192.450324,27.800052,NGC 4715
192.475741,-41.280612,NGC 4706
192.492407,5.310851,NGC 4713
192.517407,-41.382278,NGC 4709
192.527825,72.875648,NGC 4750
192.535324,33.157837,NGC 4719
192.525324,52.85008,NGC 4732
192.550324,27.316718,NGC 4721
192.612407,25.500326,NGC 4725
192.617407,27.434773,NGC 4728
192.636157,-5.282223,NGC 4718
192.723658,-14.33196,NGC 4724
192.723658,41.119513,NGC 4736
192.739074,-14.333071,NGC 4727
192.754908,-6.391391,NGC 4731
192.757408,28.928386,NGC 4735
192.779074,10.912526,NGC 4733
192.775324,28.783386,NGC 4738
192.805324,4.859739,NGC 4734
192.806993,71.635648,NGC 4749
192.905324,-8.410283,NGC 4739
192.939075,25.774215,NGC 4747
192.944075,-41.131723,NGC 4729
192.950741,-10.455009,NGC 4742
192.982825,12.083361,NGC 4746
193.002409,-41.146723,NGC 4730
193.065742,-41.390056,NGC 4743
193.074075,11.313638,NGC 4754
193.081992,-41.059778,NGC 4744
193.095325,-1.19916,NGC 4753
193.184908,15.84809,NGC 4758
193.208658,-10.309731,NGC 4757
193.214909,-42.65978,NGC 4751
193.219908,-15.41335,NGC 4756
193.234908,11.230027,NGC 4762
193.280742,-10.494453,NGC 4760
193.284492,-10.378342,NGC 4766
193.312825,4.465016,NGC 4765
193.341575,1.270566,NGC 4771
193.363659,-17.005853,NGC 4763
193.371575,2.169734,NGC 4772
193.400325,-8.638617,NGC 4773
193.441575,-6.620836,NGC 4775
193.472409,-39.714498,NGC 4767
193.494492,-8.775839,NGC 4777
193.522409,-8.621672,NGC 4780
193.525326,27.050051,NGC 4787
193.579492,27.069495,NGC 4789
193.599076,-10.536398,NGC 4781
193.636159,-6.858336,NGC 4786
193.649492,-12.568346,NGC 4782
193.651992,-12.558068,NGC 4783
193.654909,-10.613065,NGC 4784
193.65866,46.531186,NGC 4800
193.712826,2.653346,NGC 4809
193.713659,2.640291,NGC 4810
193.716992,-10.248064,NGC 4790
193.763659,8.066966,NGC 4796
193.765743,-12.496957,NGC 4792
193.794076,-12.608624,NGC 4794
193.814909,2.896958,NGC 4799
193.840328,58.34814,NGC 4814
193.872826,27.520607,NGC 4807
193.956993,4.303904,NGC 4808
193.95741,-12.055289,NGC 4802
194.05116,27.745329,NGC 4816
194.053244,-29.50365,NGC 4806
194.11866,26.988106,NGC 4819
194.12491,26.955606,NGC 4821
194.175327,28.000052,NGC 4828
194.181577,27.179773,NGC 4827
194.18491,21.684765,NGC 4826
194.201162,48.297021,NGC 4837
194.204077,-8.525561,NGC 4818
194.216995,-41.797001,NGC 4811
194.221578,-41.812001,NGC 4812
194.301577,-13.665014,NGC 4825
194.325334,70.200092,NGC 4857
194.351577,27.498384,NGC 4839
194.365327,-19.691691,NGC 4830
194.384911,28.477275,NGC 4841
194.387411,27.610051,NGC 4840
194.403244,27.485051,NGC 4842
194.405327,-27.291703,NGC 4831
194.484494,-13.060013,NGC 4838
194.504494,-3.621942,NGC 4843
194.50616,1.575289,NGC 4845
194.524078,28.245052,NGC 4848
194.532829,-46.263396,NGC 4835
194.554911,26.397272,NGC 4849
194.591161,27.96783,NGC 4850
194.648244,27.597829,NGC 4853
194.750328,26.80005,NGC 4859
194.759495,28.116441,NGC 4858
194.760328,34.862839,NGC 4861
194.767411,28.12283,NGC 4860
194.789079,37.309786,NGC 4868
194.805745,27.975885,NGC 4864
194.815328,27.968663,NGC 4867
194.827411,-13.231125,NGC 4855
194.833245,28.084496,NGC 4865
194.839078,-15.042239,NGC 4856
194.847412,27.910885,NGC 4869
194.864494,14.170865,NGC 4866
194.875328,27.955885,NGC 4871
194.892412,27.946441,NGC 4872
194.897412,27.960052,NGC 4874
194.909495,27.987552,NGC 4873
194.908662,27.907274,NGC 4875
194.925328,27.916718,NGC 4876
194.984078,28.034496,NGC 4883
195.164078,-14.666405,NGC 4887
194.990745,28.24533,NGC 4881
195.015328,26.89755,NGC 4892
195.017828,27.98533,NGC 4882
195.034912,27.977552,NGC 4889
195.045745,12.48364,NGC 4880
195.069495,27.967552,NGC 4894
195.072829,27.954774,NGC 4898
195.075745,28.201719,NGC 4895
195.110745,-15.28335,NGC 4877
195.126579,28.343941,NGC 4896
195.164495,2.500568,NGC 4900
195.166162,27.923663,NGC 4906
195.178663,37.316175,NGC 4914
195.203662,28.158385,NGC 4907
195.211996,28.041719,NGC 4908
195.221162,-13.450014,NGC 4897
195.231997,47.22202,NGC 4917
195.235329,27.792829,NGC 4911
195.236162,-13.944459,NGC 4899
195.245328,-0.027492,NGC 4904
195.249078,-14.513627,NGC 4902
195.324079,27.80894,NGC 4919
195.367412,-4.546666,NGC 4915
195.346579,-30.93393,NGC 4903
195.351163,29.308109,NGC 4922
195.360329,27.886996,NGC 4921
195.375746,-30.86893,NGC 4905
195.383246,27.847552,NGC 4923
195.461995,-4.50111,NGC 4918
195.476579,27.624496,NGC 4926
195.490746,28.005607,NGC 4927
195.508248,-42.772002,NGC 4909
195.554496,-14.969738,NGC 4924
195.650332,50.433411,NGC 4932
195.685746,28.04533,NGC 4929
195.751996,-8.085005,NGC 4928
195.75533,28.033663,NGC 4931
195.818663,28.03033,NGC 4934
195.839079,14.377809,NGC 4935
195.95908,28.185885,NGC 4944
196.019499,-41.411445,NGC 4930
196.054913,-5.551945,NGC 4941
196.061163,-10.339175,NGC 4939
196.068664,-30.524763,NGC 4936
196.08033,-7.650004,NGC 4942
196.232413,-7.946671,NGC 4948
196.245748,29.123664,NGC 4952
196.257415,35.178395,NGC 4956
196.28283,-6.494724,NGC 4951
196.302831,27.570051,NGC 4957
196.336998,-35.337548,NGC 4947
196.359501,-49.4709,NGC 4945
196.449914,27.735607,NGC 4961
196.45408,-8.02056,NGC 4958
196.466583,41.72118,NGC 4963
196.475335,53.650081,NGC 4974
196.522832,-29.754206,NGC 4955
196.572831,29.062831,NGC 4966
196.775332,-23.678641,NGC 4968
196.791582,-28.226982,NGC 4965
196.961582,18.41476,NGC 4978
196.975336,51.933413,NGC 4987
197.105333,35.206728,NGC 4986
197.111166,28.320608,NGC 4983
197.159919,-49.504788,NGC 4976
197.203665,-6.778058,NGC 4981
197.238665,-15.516128,NGC 4984
197.293666,-28.63976,NGC 4980
197.314508,62.176476,NGC 5007
197.389082,1.673067,NGC 4999
197.419915,-7.833616,NGC 4995
197.447416,-23.384474,NGC 4994
197.448666,28.908664,NGC 5000
197.697421,50.092578,NGC 5009
197.734501,37.058119,NGC 5005
197.757,29.636721,NGC 5004
197.879085,36.281174,NGC 5014
197.90575,22.918933,NGC 5012
198.02742,46.196185,NGC 5021
198.030334,24.096713,NGC 5016
198.050337,44.038683,NGC 5023
198.077853,70.650092,NGC 5034
198.159504,47.063964,NGC 5029
198.216587,-43.096725,NGC 5011
198.227417,-16.766686,NGC 5017
198.254501,-19.520023,NGC 5018
198.362418,27.802274,NGC 5032
198.367003,36.593952,NGC 5033
198.379917,-19.548079,NGC 5022
198.441584,-13.042513,NGC 5028
198.476167,-16.491407,NGC 5030
198.559504,-42.961169,NGC 5026
198.638669,30.705333,NGC 5041
198.705751,-16.493352,NGC 5035
198.748251,-16.59113,NGC 5037
198.850335,-16.385852,NGC 5044
198.876169,-23.983919,NGC 5042
198.938252,-16.327241,NGC 5046
198.952418,-16.519463,NGC 5047
198.955755,42.035069,NGC 5055
198.997835,-16.397796,NGC 5049
199.051586,30.949778,NGC 5056
199.08492,-28.285315,NGC 5051
199.243669,-16.635297,NGC 5054
199.318668,6.036963,NGC 5060
199.520754,-26.836146,NGC 5061
199.604921,31.471167,NGC 5074
199.730753,-21.039192,NGC 5068
199.751175,-47.910897,NGC 5064
199.755339,39.589233,NGC 5083
199.784087,28.50533,NGC 5081
199.88242,-12.657234,NGC 5077
199.908673,40.386178,NGC 5093
199.909086,-12.699735,NGC 5079
199.916171,30.257277,NGC 5089
199.960338,-27.408925,NGC 5078
199.975337,23.000044,NGC 5092
200.036172,33.088669,NGC 5096
200.061589,33.143392,NGC 5098
200.070337,-21.826971,NGC 5084
200.075338,-24.440309,NGC 5085
200.08492,-12.571957,NGC 5088
200.105754,-20.610303,NGC 5087
200.154086,-2.28944,NGC 5095
200.220765,57.642861,NGC 5109
200.34617,0.343065,NGC 5104
200.352424,38.538398,NGC 5107
200.444922,-27.431425,NGC 5101
200.455754,-13.206958,NGC 5105
200.486591,38.737565,NGC 5112
200.491174,-36.629771,NGC 5102
200.724532,70.513424,NGC 5144
200.732839,26.980883,NGC 5116
200.735756,28.31783,NGC 5117
200.865338,6.391685,NGC 5118
200.93909,31.565056,NGC 5127
