name,ra,dec,major,minor,angle
FL16Y J1817.2-2400,274.323,-24.0027,0.0931,0.0679,82.82
FL16Y J1817.3-1947,274.3407,-19.7904,0.0576,0.0527,73.83
FL16Y J1817.5-1021,274.3813,-10.3542,0.2058,0.1231,-17.15
FL16Y J1817.6-2516,274.4214,-25.2794,0.0758,0.0586,-66.65
FL16Y J1817.8-3332,274.4695,-33.5388,0.0423,0.04,-2.14
FL16Y J1818.2-3241,274.5523,-32.687,0.0788,0.0718,38.63
FL16Y J1818.3-2002,274.5752,-20.0487,0.0534,0.0431,-38.48
FL16Y J1818.3-1337,274.5861,-13.6294,0.1834,0.1431,-53.17
FL16Y J1818.4+2535,274.6042,25.5928,0.158,0.1341,67.36
FL16Y J1818.4-0000,274.6136,-0.0048,0.0731,0.0669,39.89
FL16Y J1818.4-1655,274.6232,-16.9284,0.0609,0.05,9.82
FL16Y J1818.5-3203,274.6364,-32.0622,0.0876,0.058,85.2
FL16Y J1818.5-1124,274.6428,-11.4011,0.2037,0.1011,34.32
FL16Y J1818.5+1316,274.6462,13.275,0.0352,0.0318,84.59
FL16Y J1818.6+0904,274.6608,9.077,0.0358,0.0311,65.63
FL16Y J1818.6-1535,274.6693,-15.5902,0.0601,0.0512,-17.69
FL16Y J1818.6+2007,274.6715,20.1231,0.0605,0.0531,-32.19
FL16Y J1818.8-2256,274.7003,-22.9394,0.1002,0.0872,15.5
FL16Y J1818.8-1459,274.7004,-14.9839,0.2772,0.2499,15.13
FL16Y J1818.8-1204,274.7238,-12.0713,0.2597,0.14,-43.48
FL16Y J1818.9-0828,274.7298,-8.475,0.0855,0.0706,-25.19
FL16Y J1819.1-2044,274.7797,-20.7348,0.25,0.1922,0.31
FL16Y J1819.1+2132,274.785,21.5428,0.0352,0.0311,-76.01
FL16Y J1819.3-0937,274.8262,-9.6217,0.1219,0.1079,78.74
FL16Y J1819.5-1530,274.8994,-15.5144,0.0739,0.0645,-0.75
FL16Y J1819.8-2923,274.9702,-29.3911,0.0717,0.0605,60.58
FL16Y J1820.2-1302,275.0674,-13.0409,0.1271,0.1039,-52.91
FL16Y J1820.3+3624,275.0837,36.4105,0.0342,0.0311,-0.05
FL16Y J1820.4-1012,275.1057,-10.2071,0.064,0.0526,-10.37
FL16Y J1820.4-1609,275.106,-16.1513,0.0631,0.0436,3.75
FL16Y J1820.4-1531,275.1107,-15.5278,0.0682,0.0616,-66.28
FL16Y J1820.4-1058,275.1223,-10.9757,0.0921,0.0776,3.28
FL16Y J1820.6-2647,275.1551,-26.7835,0.1672,0.1256,-46.56
FL16Y J1820.7-0327,275.1772,-3.4551,0.0729,0.0549,-32.29
FL16Y J1820.7-3217,275.1843,-32.2982,0.0607,0.0508,28.15
FL16Y J1820.8-2822,275.2172,-28.3704,,,
FL16Y J1821.0-1419,275.2721,-14.3279,0.069,0.0546,20.08
FL16Y J1821.4-1519,275.3651,-15.3307,0.1546,0.1233,40.78
FL16Y J1821.5+4513,275.3834,45.2326,0.0718,0.061,27.32
FL16Y J1821.6-2530,275.4007,-25.5064,0.3077,0.1011,-50.35
FL16Y J1821.6-1440,275.403,-14.6773,0.1688,0.1269,31.09
FL16Y J1821.9+6635,275.4821,66.5993,0.0383,0.0325,-5.11
FL16Y J1822.0-3147,275.5129,-31.785,0.0569,0.05,7.63
FL16Y J1822.0+6818,275.5184,68.3064,0.025,0.0229,-4.97
FL16Y J1822.2+1600,275.5533,16.0071,0.1256,0.096,-76.32
FL16Y J1822.8-2501,275.7073,-25.0307,0.1068,0.0871,-26.1
FL16Y J1822.8-1118,275.7209,-11.3071,0.191,0.1074,-46.09
FL16Y J1822.9-4718,275.7466,-47.3053,0.0402,0.0394,36.4
FL16Y J1823.3-1340,275.8296,-13.6696,0.0177,0.0172,27.16
FL16Y J1823.4+1208,275.8513,12.1416,0.0672,0.0569,9.63
FL16Y J1823.5-3021,275.8958,-30.3511,0.0207,0.0194,-25.5
FL16Y J1823.6-3454,275.9006,-34.9005,0.0124,0.0121,73.56
FL16Y J1823.6+6858,275.9149,68.9772,0.0186,0.018,-39.33
FL16Y J1823.7-3544,275.9479,-35.7335,0.0728,0.0529,4.49
FL16Y J1824.1+5651,276.0355,56.8501,0.0157,0.0149,-31.86
FL16Y J1824.2-2349,276.0546,-23.8246,0.0928,0.0791,-61.67
FL16Y J1824.2+1015,276.067,10.2568,0.0298,0.0273,20.27
FL16Y J1824.2-0622,276.0681,-6.3709,0.0256,0.0251,82.96
FL16Y J1824.3-3713,276.0779,-37.22,0.14,0.1082,17.3
FL16Y J1824.3-5426,276.0854,-54.4482,0.0348,0.0298,37.8
FL16Y J1824.4-1350e,276.111,-13.839,,,
FL16Y J1824.4-3239,276.1151,-32.6513,0.0785,0.0613,-26.93
FL16Y J1824.4+4310,276.1226,43.1758,0.0293,0.0265,-30.38
FL16Y J1824.5+0107,276.1338,1.1172,0.0754,0.0536,-19.87
FL16Y J1824.5-2452,276.1461,-24.8807,0.022,0.0205,55.18
FL16Y J1824.6+1233,276.1557,12.5625,0.1016,0.0837,81.68
FL16Y J1824.8-2551,276.2003,-25.8504,0.1132,0.0905,45.0
FL16Y J1824.8+2403,276.2231,24.0548,0.0558,0.0477,74.12
FL16Y J1824.9-4056,276.238,-40.9497,0.0439,0.0395,-17.88
FL16Y J1825.1-5231,276.2968,-52.5272,0.0306,0.0281,43.47
FL16Y J1825.2+0718,276.3235,7.3043,0.1061,0.0729,51.26
FL16Y J1825.5-2443,276.3809,-24.7291,0.103,0.0836,-39.94
FL16Y J1825.8+1204,276.4678,12.0771,0.0809,0.0749,-3.68
FL16Y J1825.9-5039,276.4855,-50.6654,0.0414,0.0355,25.2
FL16Y J1825.9-2829,276.4859,-28.4973,0.1641,0.1284,-0.0
FL16Y J1825.9-5615,276.4987,-56.2574,0.1255,0.1004,-53.05
FL16Y J1826.1-3153,276.5291,-31.8938,0.0489,0.0476,-49.25
FL16Y J1826.1-1256,276.532,-12.9441,0.0098,0.0097,70.93
FL16Y J1826.1-2923,276.5373,-29.3898,0.0591,0.0489,-43.0
FL16Y J1826.2-1451B,276.5691,-14.8558,0.0127,0.0122,75.85
FL16Y J1826.2-1451A,276.5691,-14.8558,,,
FL16Y J1826.3-1202,276.5781,-12.0359,0.1919,0.1411,2.91
FL16Y J1826.5+3426,276.6284,34.4435,0.4692,0.3058,-88.55
FL16Y J1827.2+4304,276.8245,43.0821,0.0581,0.0505,75.33
FL16Y J1827.3-4128,276.8341,-41.4825,0.0956,0.0843,-47.1
FL16Y J1827.4-1445,276.8665,-14.7623,0.0282,0.0265,52.93
FL16Y J1827.5+1141,276.8807,11.6884,0.0276,0.0273,15.74
FL16Y J1827.6-0849,276.9012,-8.8294,0.028,0.0267,-52.35
FL16Y J1827.6+2015,276.9033,20.2503,0.0718,0.0531,48.23
FL16Y J1827.9-1136,276.9889,-11.6022,0.0849,0.0692,24.88
FL16Y J1828.1-1312,277.0319,-13.2083,0.1386,0.1205,64.42
FL16Y J1828.1-3251,277.0406,-32.8562,0.0573,0.0455,-2.44
FL16Y J1828.1+2633,277.0407,26.5503,0.0452,0.0362,-70.91
FL16Y J1828.2-4029,277.0656,-40.4971,0.1019,0.0925,4.9
FL16Y J1828.3-1102,277.0758,-11.0383,0.1253,0.0768,31.23
FL16Y J1828.5-5921,277.1387,-59.3537,0.0381,0.0369,-0.49
FL16Y J1828.8+3231,277.2192,32.5286,0.0395,0.038,27.17
FL16Y J1828.9-2417,277.2486,-24.2937,0.0291,0.0261,-22.09
FL16Y J1829.0+2729,277.2638,27.4947,0.0521,0.0422,-89.68
FL16Y J1829.1-1256,277.2922,-12.9357,0.0768,0.063,61.21
FL16Y J1829.2-5814,277.3088,-58.2409,0.0155,0.0153,16.44
FL16Y J1829.2-1501,277.317,-15.0176,0.2054,0.0767,72.17
FL16Y J1829.4+5402,277.352,54.0459,0.0184,0.0173,-70.01
FL16Y J1829.4-1614,277.3624,-16.2485,0.0884,0.0516,-74.57
FL16Y J1829.5-4306,277.3791,-43.1066,0.1053,0.0894,47.64
FL16Y J1829.6-2548,277.407,-25.8066,0.1633,0.1215,-68.82
FL16Y J1829.6+4845,277.4091,48.7571,0.019,0.0185,58.37
FL16Y J1829.7+0120,277.4406,1.3392,0.0878,0.0733,56.45
FL16Y J1829.8-0208,277.4737,-2.146,0.1318,0.1212,-84.32
FL16Y J1829.9-1515,277.4908,-15.2572,0.0754,0.0499,-18.05
FL16Y J1829.9+3956,277.498,39.9493,0.0709,0.0619,-5.88
FL16Y J1830.0-5225,277.5022,-52.428,0.0534,0.0397,23.3
FL16Y J1830.0-4442,277.5074,-44.7021,0.0431,0.0369,-83.0
FL16Y J1830.0+3934,277.5142,39.5816,0.0763,0.0594,49.28
FL16Y J1830.0+1325,277.5185,13.4211,0.0237,0.0235,53.82
FL16Y J1830.0+2115,277.5188,21.2657,0.1279,0.0859,-22.11
FL16Y J1830.1+0618,277.5479,6.3056,0.036,0.0315,30.7
FL16Y J1830.3-1601,277.5887,-16.0218,0.0607,0.0535,-28.32
FL16Y J1830.6-0945,277.6707,-9.7642,0.3204,0.2478,3.84
FL16Y J1830.7-1633,277.6867,-16.5638,0.0322,0.0293,35.38
FL16Y J1830.7-3220,277.6929,-32.3394,0.1104,0.0823,38.92
FL16Y J1830.8-2416,277.7041,-24.2801,0.0857,0.0742,68.31
FL16Y J1830.8-3131,277.7045,-31.5239,0.0333,0.0311,-10.77
FL16Y J1830.9-1446,277.7328,-14.776,0.0697,0.0594,33.07
FL16Y J1830.9-2715,277.7343,-27.2559,0.0303,0.0278,-32.72
FL16Y J1830.9-6503,277.7414,-65.0546,0.028,0.027,-12.47
FL16Y J1831.1-0013,277.7942,-0.2199,0.1539,0.1013,-88.48
FL16Y J1831.5-0200,277.8939,-2.0006,0.1119,0.0828,51.42
FL16Y J1831.7-0218,277.9276,-2.3133,0.0776,0.073,35.89
FL16Y J1831.7-2514,277.9353,-25.234,0.1303,0.1172,11.4
FL16Y J1832.0+3233,278.0174,32.5541,0.115,0.0872,12.86
FL16Y J1832.0+3822,278.0235,38.376,0.0417,0.0377,41.37
FL16Y J1832.4-0918,278.102,-9.314,0.0667,0.0532,34.97
FL16Y J1832.4-0846,278.1066,-8.7676,0.0485,0.0387,35.46
FL16Y J1832.6-5659,278.1501,-56.9862,0.0198,0.0176,26.93
FL16Y J1832.8-2917,278.2105,-29.2931,0.143,0.1187,-53.72
FL16Y J1832.8-1428,278.2124,-14.4765,0.2068,0.0721,60.08
FL16Y J1832.9-3841,278.2391,-38.6846,0.0672,0.0479,53.33
FL16Y J1833.4+1108,278.3639,11.1354,0.0895,0.07,-12.55
FL16Y J1833.5-1033,278.3815,-10.5557,0.0207,0.0185,-53.6
FL16Y J1833.6-2103,278.408,-21.0597,0.0091,0.009,-81.69
FL16Y J1834.1-0706e,278.531,-7.11,,,
FL16Y J1834.2+0614,278.5733,6.2424,0.0575,0.0452,-38.89
FL16Y J1834.3+3136,278.585,31.6066,0.0235,0.0225,-63.35
FL16Y J1834.3-0828,278.5879,-8.4791,0.085,0.0753,-65.47
FL16Y J1834.3-4019,278.5892,-40.3302,0.1059,0.0851,81.27
FL16Y J1834.5-0846e,278.64,-8.78,,,
FL16Y J1834.5-5858,278.6406,-58.9733,0.0372,0.0349,-78.89
FL16Y J1834.5-0630,278.6478,-6.5112,0.0443,0.0414,-18.71
FL16Y J1834.6-0725,278.6664,-7.4179,0.0647,0.0562,-11.76
FL16Y J1834.8-2818,278.7107,-28.3077,0.1029,0.0861,-80.01
FL16Y J1834.8-0802,278.711,-8.0463,0.1019,0.0801,-32.14
FL16Y J1835.2-0517,278.8041,-5.2916,0.1102,0.0804,-43.59
FL16Y J1835.4-2439,278.8503,-24.6526,0.0926,0.0736,-68.28
FL16Y J1835.5+1348,278.8836,13.8154,0.049,0.0376,-52.16
FL16Y J1835.7-3259,278.9468,-32.9945,0.0361,0.0342,-56.95
FL16Y J1836.0-0729,279.0077,-7.4921,0.0652,0.0555,7.61
FL16Y J1836.1+1143,279.0434,11.7307,0.043,0.0393,-48.42
FL16Y J1836.2+5925,279.0644,59.4269,0.0081,0.0081,-34.25
FL16Y J1836.3+3137,279.0973,31.6185,0.0359,0.0356,23.86
FL16Y J1836.5-0651e,279.143,-6.866,,,
FL16Y J1836.6+1949,279.1501,19.8322,0.0288,0.0264,48.63
FL16Y J1836.8+4439,279.2176,44.6631,0.0533,0.0495,53.0
FL16Y J1836.9-0725,279.2482,-7.4187,0.0739,0.0648,42.22
FL16Y J1837.0-2347,279.2672,-23.7999,0.0771,0.0535,68.35
FL16Y J1837.1-0610,279.2766,-6.179,0.0822,0.0669,81.61
FL16Y J1837.2+1052,279.3093,10.8757,0.0642,0.0537,51.48
FL16Y J1837.2+5347,279.3176,53.7841,0.0447,0.0421,86.51
FL16Y J1837.4-2408,279.3701,-24.1483,0.0942,0.0787,-73.73
FL16Y J1837.6-1642,279.4146,-16.7081,0.1331,0.1056,58.14
FL16Y J1837.7-0602,279.447,-6.0495,0.0755,0.0561,13.85
FL16Y J1837.7-7106,279.4471,-71.1048,0.1141,0.1045,75.34
FL16Y J1837.9-6000,279.4966,-60.0033,0.0312,0.0269,52.54
FL16Y J1838.1-0622,279.548,-6.3722,0.0822,0.0635,77.75
FL16Y J1838.2-2907,279.5541,-29.127,0.1124,0.0783,-13.13
FL16Y J1838.2-0541,279.5731,-5.6882,0.0925,0.0748,1.24
FL16Y J1838.3+3833,279.5789,38.5587,0.1163,0.0935,45.96
FL16Y J1838.3+3224,279.5972,32.4122,0.0551,0.0443,59.23
FL16Y J1838.4-2148,279.6167,-21.802,0.0472,0.0446,-47.78
FL16Y J1838.4-6024,279.6222,-60.4106,0.0585,0.0475,1.49
FL16Y J1838.7-0602,279.6852,-6.0451,0.0577,0.0428,3.81
FL16Y J1838.8+4802,279.7175,48.0403,0.0105,0.0102,-80.49
FL16Y J1838.8+5733,279.7209,57.5598,0.051,0.0447,31.96
FL16Y J1838.9-3457,279.7267,-34.9619,0.0542,0.0512,-8.68
FL16Y J1838.9-0537,279.7388,-5.6193,0.0145,0.0143,24.83
FL16Y J1838.9-0704e,279.745,-7.067,,,
FL16Y J1839.0-1503,279.7725,-15.0608,0.0855,0.0772,3.35
FL16Y J1839.1-0420,279.7887,-4.3392,0.0958,0.0705,-44.52
FL16Y J1839.4-0553,279.8601,-5.8902,0.0177,0.016,1.75
FL16Y J1840.0-0342,280.0181,-3.7118,0.0601,0.0503,8.18
FL16Y J1840.1-0411,280.0296,-4.1937,0.0405,0.0336,43.4
FL16Y J1840.2+1104,280.0741,11.0771,0.0981,0.0848,-38.97
FL16Y J1840.3-1139,280.0993,-11.6612,0.0668,0.0551,-71.42
FL16Y J1840.4-3045,280.1112,-30.7604,0.1078,0.0865,18.6
FL16Y J1840.4+5451,280.1198,54.8639,0.1314,0.1074,-4.89
FL16Y J1840.5+3707,280.149,37.1259,0.2806,0.205,59.44
FL16Y J1840.5-1707,280.1493,-17.1265,0.0744,0.073,-17.23
FL16Y J1840.6+6113,280.1724,61.2247,0.0501,0.0406,83.54
FL16Y J1840.8-0453e,280.21,-4.89,,,
FL16Y J1840.9-0532e,280.23,-5.55,,,
FL16Y J1841.0-5542,280.2605,-55.7087,0.0882,0.0839,-64.76
FL16Y J1841.4+2909,280.352,29.163,0.0214,0.0188,68.71
FL16Y J1841.8+3218,280.4547,32.3016,0.0227,0.0214,-25.41
FL16Y J1842.0+7117,280.5123,71.2877,0.0617,0.0475,-32.49
FL16Y J1842.0-0739,280.5234,-7.6541,0.1536,0.1092,3.85
FL16Y J1842.1+7611,280.5476,76.1919,0.0965,0.0792,62.92
FL16Y J1842.2+2737,280.5639,27.6175,0.0344,0.0314,84.12
FL16Y J1842.4-3135,280.6008,-31.5901,0.052,0.0493,-4.8
FL16Y J1842.4-5841,280.611,-58.685,0.0238,0.0224,82.02
FL16Y J1842.4+6809,280.6201,68.1653,0.0471,0.0422,-75.66
FL16Y J1842.5-0309,280.6357,-3.1635,0.0971,0.0764,41.29
FL16Y J1842.5+5309,280.6412,53.1555,0.0808,0.0525,-33.45
FL16Y J1842.6-0401,280.6616,-4.0249,0.0919,0.0733,44.11
FL16Y J1843.3-1242,280.838,-12.7069,0.0653,0.0559,5.7
FL16Y J1843.5-4835,280.875,-48.5859,0.0539,0.0468,42.61
FL16Y J1843.6-2219,280.902,-22.328,0.1067,0.0902,0.58
FL16Y J1843.6-1114,280.9158,-11.2407,0.0538,0.0424,73.3
FL16Y J1843.7-0325,280.9288,-3.4247,0.0467,0.0442,71.22
FL16Y J1843.9-2009,280.9806,-20.1637,0.0853,0.0596,-13.51
FL16Y J1844.4-0344,281.1106,-3.7491,0.0269,0.0248,24.49
FL16Y J1844.4+1546,281.121,15.7813,0.0134,0.0131,-76.45
FL16Y J1844.5+4005,281.1396,40.0873,0.1675,0.1345,65.1
FL16Y J1844.6-2110,281.1743,-21.1767,0.0894,0.0612,-88.49
FL16Y J1844.7-0307,281.1816,-3.1265,0.0591,0.0492,26.6
FL16Y J1844.7-0958,281.1946,-9.972,0.1058,0.083,-34.78
FL16Y J1844.7-3247,281.1959,-32.789,0.0432,0.0379,-18.87
FL16Y J1844.8+5709,281.2013,57.1642,0.024,0.0232,86.44
FL16Y J1844.9+1614,281.2266,16.2447,0.0363,0.0277,-84.87
FL16Y J1844.9+5604,281.2321,56.0715,0.1811,0.1247,79.38
FL16Y J1845.0+0200,281.2523,2.0072,0.0676,0.0591,-49.44
FL16Y J1845.7-0829,281.446,-8.4957,0.0457,0.0419,-17.05
FL16Y J1845.8-2522,281.4612,-25.3678,0.0405,0.0376,1.38
FL16Y J1845.8-0234,281.4743,-2.576,0.0916,0.0771,-66.8
FL16Y J1846.0+0507,281.5105,5.1274,0.0483,0.0382,-61.88
FL16Y J1846.1-6100,281.5495,-61.0086,0.0903,0.0585,69.16
FL16Y J1846.4+0920,281.603,9.3378,0.0127,0.0126,64.01
FL16Y J1846.4-0259,281.6147,-2.9899,0.0595,0.0457,51.53
FL16Y J1846.5+7730,281.6441,77.5074,0.0519,0.0445,16.85
FL16Y J1846.7+7237,281.6848,72.6256,0.0283,0.0272,-34.39
FL16Y J1846.9-0624,281.7331,-6.4157,0.0618,0.0551,-65.81
FL16Y J1846.9-0204,281.7483,-2.0712,0.1537,0.1189,-44.24
FL16Y J1847.0-0141,281.7675,-1.6967,0.064,0.0584,-12.95
FL16Y J1847.1-0229,281.7803,-2.4939,0.0977,0.0798,-8.04
FL16Y J1847.5-3431,281.883,-34.5275,0.0858,0.0691,-55.32
FL16Y J1847.7+3542,281.9315,35.712,0.0505,0.0437,32.7
FL16Y J1847.7-2948,281.9462,-29.8099,0.2523,0.1927,21.58
FL16Y J1847.8-0126,281.9523,-1.4394,0.066,0.0504,9.38
FL16Y J1847.9+5217,281.9869,52.2979,0.0514,0.0414,-62.56
FL16Y J1848.0-4230,282.0049,-42.5023,0.0351,0.0343,36.92
FL16Y J1848.0-1308,282.0206,-13.1406,0.1443,0.1104,-63.69
FL16Y J1848.2-0146,282.0627,-1.7744,0.0876,0.0613,19.17
FL16Y J1848.2-0015,282.0651,-0.2534,0.0531,0.0483,-73.98
FL16Y J1848.4+3218,282.1038,32.3051,0.0204,0.0194,4.95
FL16Y J1848.5-1208,282.1313,-12.1448,0.1646,0.1458,-22.78
FL16Y J1848.5+6537,282.1419,65.6246,0.0298,0.028,61.2
FL16Y J1848.5-6307,282.1454,-63.1229,0.0608,0.0551,-86.44
FL16Y J1848.5-2711,282.1455,-27.1907,0.0915,0.0826,-51.48
FL16Y J1848.6+3244,282.1557,32.7339,0.0221,0.0203,-5.44
FL16Y J1848.6+0655,282.1652,6.9264,0.2004,0.1226,-30.78
FL16Y J1848.8-0129,282.2055,-1.4951,0.0263,0.0242,70.52
FL16Y J1848.8-0208,282.2226,-2.1363,0.0844,0.0655,-65.88
FL16Y J1848.8+4246,282.2227,42.7806,0.0345,0.028,49.04
FL16Y J1849.1-1825,282.2765,-18.4314,0.0868,0.0846,77.04
FL16Y J1849.1-0652,282.2938,-6.8772,0.1036,0.0749,-34.42
FL16Y J1849.2-1647,282.3065,-16.7903,0.0246,0.0201,50.61
FL16Y J1849.2+2105,282.3202,21.0957,0.1047,0.0902,-53.11
FL16Y J1849.2+6705,282.3246,67.0928,0.012,0.0118,86.19
FL16Y J1849.3-2233,282.3324,-22.5541,0.1298,0.1106,28.34
FL16Y J1849.3-6448,282.345,-64.8128,0.0356,0.0343,38.24
FL16Y J1849.3-4313,282.3491,-43.2285,0.02,0.018,28.65
FL16Y J1849.4+2745,282.352,27.7546,0.051,0.0471,-61.6
FL16Y J1849.4-0056,282.358,-0.9448,0.0202,0.02,-46.73
FL16Y J1849.5-0119,282.3923,-1.3216,0.0805,0.0701,10.79
FL16Y J1850.1-0758,282.5337,-7.9738,0.0339,0.0332,11.24
FL16Y J1850.3+2632,282.5977,26.5497,0.0292,0.0259,84.61
FL16Y J1850.5-0025,282.6447,-0.4298,0.2305,0.1066,47.19
FL16Y J1850.5-3126,282.6496,-31.4411,0.1134,0.1015,53.05
FL16Y J1850.7-1108,282.6752,-11.1494,0.104,0.083,-88.12
FL16Y J1851.1+1557,282.7885,15.9518,0.084,0.0777,-17.54
FL16Y J1851.4-3240,282.8586,-32.6741,0.1485,0.0969,8.96
FL16Y J1851.6+0718,282.9036,7.3154,0.0648,0.0555,6.13
FL16Y J1851.7+3407,282.9449,34.1276,0.0514,0.0486,-71.2
FL16Y J1851.9-1522,282.9982,-15.3832,0.1411,0.1001,-59.57
FL16Y J1852.3-1309,283.0855,-13.1597,0.049,0.0462,56.37
FL16Y J1852.4+0037e,283.1,0.63,,,
FL16Y J1852.4+4856,283.1165,48.9378,0.0213,0.0209,53.12
FL16Y J1852.7-1241,283.175,-12.6952,0.1029,0.0632,-20.68
FL16Y J1852.7+0203,283.1814,2.0651,0.0753,0.0552,-46.59
FL16Y J1852.8-1200,283.2001,-12.0077,0.1152,0.0943,-54.52
FL16Y J1853.0-0959,283.2668,-9.9912,0.1094,0.0944,-33.64
FL16Y J1853.3-0004,283.3304,-0.0797,0.0679,0.0489,-19.69
FL16Y J1853.5-0621,283.3864,-6.351,0.0942,0.0749,-89.49
FL16Y J1853.5-2451,283.3955,-24.8577,0.1795,0.1373,-12.76
FL16Y J1853.6-1604,283.4073,-16.0729,0.1779,0.1204,-11.22
FL16Y J1854.0-1044,283.5141,-10.7383,0.1489,0.1168,-2.31
FL16Y J1854.0+6715,283.524,67.2572,0.0484,0.0376,70.14
FL16Y J1854.3+2049,283.5963,20.8212,0.0968,0.0499,73.64
FL16Y J1854.3-3641,283.5998,-36.6994,0.0569,0.0499,-26.01
FL16Y J1854.5+0159,283.6316,1.9851,0.0566,0.0455,-49.85
FL16Y J1854.6+0143,283.6727,1.7206,0.0642,0.0525,63.16
FL16Y J1854.7-0719,283.6777,-7.3185,0.1886,0.166,-27.64
FL16Y J1854.7-6007,283.686,-60.1277,0.0416,0.0324,-77.31
FL16Y J1854.9-0900,283.7289,-9.0018,0.4283,0.3207,74.27
FL16Y J1854.9+4053,283.746,40.8984,0.0551,0.0456,47.32
FL16Y J1855.0-2243,283.7729,-22.721,0.0476,0.0422,26.48
FL16Y J1855.2-3025,283.8,-30.4303,0.1028,0.0751,-34.39
FL16Y J1855.2-0801,283.8146,-8.0244,0.2103,0.1576,-26.75
FL16Y J1855.2+0457,283.8214,4.9528,0.0941,0.0731,21.48
FL16Y J1855.4-3607,283.8506,-36.1233,0.1159,0.0836,-55.34
FL16Y J1855.4+0755,283.8715,7.9259,0.1384,0.1167,-14.74
FL16Y J1855.7+7348,283.9314,73.8092,0.0919,0.0711,-7.56
FL16Y J1855.7+0224,283.941,2.4084,0.086,0.0727,6.19
FL16Y J1855.8+0148,283.959,1.8023,0.0784,0.0574,-49.75
FL16Y J1855.9-2026,283.9834,-20.4497,0.0437,0.0393,57.88
FL16Y J1855.9+0121e,283.99,1.355,,,
FL16Y J1855.9-1435,283.995,-14.5851,0.037,0.0341,-57.03
FL16Y J1856.1-1221,284.0361,-12.3596,0.0329,0.0296,-47.01
FL16Y J1856.4+0124,284.1095,1.4022,0.0276,0.0259,-32.49
FL16Y J1856.4-0115,284.1143,-1.2512,0.3671,0.2325,51.17
FL16Y J1856.5+1736,284.1439,17.6146,0.0482,0.043,-45.95
FL16Y J1857.0+0756,284.2651,7.9351,0.2354,0.0893,62.78
FL16Y J1857.1+0102,284.2969,1.0475,0.0284,0.0246,-12.19
FL16Y J1857.4+0941,284.3625,9.6984,0.1267,0.1061,26.66
FL16Y J1857.5+0145,284.3842,1.7646,0.0579,0.0481,163.21
FL16Y J1857.7+3542,284.4399,35.7145,0.0632,0.0405,28.71
FL16Y J1857.7+0246e,284.449,2.774,,,
FL16Y J1857.8-3221,284.4524,-32.3654,0.0794,0.0691,-27.95
FL16Y J1857.8+0212,284.4716,2.2044,0.0316,0.029,-74.85
FL16Y J1858.0-1048,284.5029,-10.8154,0.103,0.0909,-34.99
FL16Y J1858.0+0135,284.5191,1.5899,0.1143,0.0847,-52.77
FL16Y J1858.1-1822,284.5384,-18.3688,0.075,0.0685,23.73
FL16Y J1858.1+0356,284.5465,3.9442,0.0647,0.0429,53.96
FL16Y J1858.2-1317,284.5548,-13.2995,0.1527,0.0815,-74.38
FL16Y J1858.2-5422,284.5702,-54.3724,0.0436,0.0403,-26.94
FL16Y J1858.2+4325,284.5713,43.4175,0.0278,0.0255,39.16
FL16Y J1858.2-2217,284.5728,-22.2852,0.0238,0.0232,-0.23
FL16Y J1858.3+7317,284.5827,73.2947,0.0437,0.0413,74.87
FL16Y J1858.3-2511,284.5904,-25.1876,0.0348,0.0315,57.7
FL16Y J1858.4+1952,284.6116,19.879,0.068,0.0446,68.81
FL16Y J1858.5+0640,284.638,6.6776,0.039,0.0346,6.51
FL16Y J1858.7-4443,284.6799,-44.7324,0.0612,0.0504,1.94
FL16Y J1858.9+5707,284.7281,57.1282,0.0664,0.0512,18.3
FL16Y J1858.9+3635,284.7331,36.5923,0.0887,0.0643,26.47
FL16Y J1859.0-0746,284.759,-7.773,0.1747,0.0845,-86.24
FL16Y J1859.0+2330,284.7676,23.5059,0.0407,0.0372,-67.08
FL16Y J1859.2-0708,284.807,-7.1409,0.0735,0.0698,-72.93
FL16Y J1859.2+0046,284.8143,0.7674,0.0544,0.0482,58.13
FL16Y J1859.3+0057,284.8289,0.9581,0.0587,0.0484,-87.03
FL16Y J1859.8+0411,284.9709,4.1851,0.1088,0.0869,-24.72
FL16Y J1900.3-4939,285.0974,-49.6624,0.0802,0.0758,-52.77
FL16Y J1900.4+0339,285.1219,3.6645,0.055,0.0473,10.14
FL16Y J1900.5+0110,285.1256,1.176,0.0896,0.0799,66.52
FL16Y J1900.5-5303,285.1419,-53.0592,0.0875,0.0733,-3.31
FL16Y J1900.8+0539,285.2199,5.6621,0.084,0.0808,72.22
FL16Y J1901.0+6208,285.2714,62.146,0.0979,0.0778,-81.41
FL16Y J1901.1-1737,285.2849,-17.632,0.0927,0.0738,50.13
FL16Y J1901.1+0728,285.2889,7.4817,0.0426,0.0418,-78.62
FL16Y J1901.5-0126,285.38,-1.4347,0.0294,0.0278,-82.45
FL16Y J1901.5-1111,285.391,-11.1951,0.0706,0.0628,-22.32
FL16Y J1901.6-2206,285.404,-22.1163,0.0985,0.073,73.64
FL16Y J1901.6-0318,285.4218,-3.3074,0.0705,0.0576,-23.35
FL16Y J1901.6-5139,285.425,-51.6544,0.0798,0.0577,-38.88
FL16Y J1901.7+0441,285.4274,4.6878,0.0764,0.0706,84.05
FL16Y J1901.8-0717,285.4513,-7.2943,0.0481,0.0443,75.04
