name,ra,dec,major,minor,angle
FL16Y J0116.7-7636,19.1962,-76.6165,0.0638,0.0569,55.53
FL16Y J0117.4+1420,19.3716,14.3462,0.1744,0.0866,31.33
FL16Y J0117.7-2441,19.4365,-24.6956,0.0862,0.0583,56.63
FL16Y J0117.7-2111,19.4477,-21.1913,0.0284,0.0262,-22.17
FL16Y J0118.0-1551,19.5015,-15.8666,0.0978,0.0666,-82.37
FL16Y J0118.4-6007,19.6188,-60.1328,0.0364,0.0315,39.89
FL16Y J0118.7-0851,19.6898,-8.854,0.0756,0.0692,54.88
FL16Y J0118.9-2141,19.7265,-21.6888,0.0161,0.0156,6.04
FL16Y J0119.0-1459,19.7516,-14.9852,0.0234,0.0225,79.62
FL16Y J0119.7-5358,19.9321,-53.9708,0.0511,0.0486,11.02
FL16Y J0119.7-7944,19.9425,-79.7388,0.0474,0.0464,-82.35
FL16Y J0119.8+4200,19.9606,42.0145,0.0972,0.0758,7.71
FL16Y J0120.4-2701,20.1214,-27.0262,0.011,0.0107,-64.08
FL16Y J0121.3+7906,20.3434,79.1074,0.0499,0.0469,46.73
FL16Y J0121.3-7217,20.3477,-72.2863,0.0502,0.0393,-81.33
FL16Y J0121.7+5155,20.4296,51.9244,0.0607,0.0468,-30.15
FL16Y J0121.8-3915,20.4686,-39.2597,0.0281,0.0245,1.98
FL16Y J0121.9+3657,20.4929,36.9527,0.2955,0.2067,4.4
FL16Y J0122.0-3005,20.5221,-30.0857,0.0466,0.0402,13.23
FL16Y J0122.4+1034,20.6165,10.5684,0.0439,0.0383,-80.83
FL16Y J0122.5-1511,20.6422,-15.1999,0.1039,0.0794,-5.06
FL16Y J0123.1+3421,20.7834,34.3554,0.0279,0.0257,-2.75
FL16Y J0123.4-3703,20.8583,-37.0543,0.089,0.0738,49.43
FL16Y J0123.5+3037,20.8821,30.6178,0.1584,0.1186,-58.87
FL16Y J0123.7-2310,20.9271,-23.182,0.0235,0.021,-29.39
FL16Y J0123.7+4210,20.9402,42.1694,0.0318,0.0293,-59.83
FL16Y J0123.8-4131,20.9712,-41.5215,0.0705,0.0612,-59.68
FL16Y J0124.8-0624,21.2243,-6.4102,0.0463,0.0434,-72.73
FL16Y J0125.0+6759,21.2636,67.9872,0.1013,0.0843,-59.09
FL16Y J0125.2-5113,21.3018,-51.2171,0.1125,0.1022,-15.1
FL16Y J0125.3-2548,21.3333,-25.8095,0.0286,0.0279,-24.3
FL16Y J0125.4-0004,21.3673,-0.0679,0.0992,0.0807,-59.64
FL16Y J0125.8+2606,21.4667,26.1024,0.0811,0.0769,48.28
FL16Y J0125.9-6746,21.4766,-67.7691,0.0428,0.0334,-87.71
FL16Y J0125.9-6349,21.4771,-63.8291,0.0917,0.0725,-32.65
FL16Y J0125.9-6304,21.4824,-63.0749,0.0716,0.0666,8.59
FL16Y J0126.0-2223,21.5213,-22.3845,0.0613,0.0567,-27.69
FL16Y J0126.6-1557,21.667,-15.9663,0.1459,0.1052,-44.79
FL16Y J0126.7+2413,21.68,24.2267,0.125,0.0981,-22.72
FL16Y J0127.0+3308,21.764,33.1434,0.0508,0.0489,47.6
FL16Y J0127.1-4428,21.7908,-44.4818,0.1066,0.0759,88.86
FL16Y J0127.2-0821,21.8085,-8.3519,0.0285,0.0275,-16.21
FL16Y J0127.2+0324,21.8151,3.4054,0.0306,0.0294,80.9
FL16Y J0127.3-4814,21.8424,-48.2386,0.0395,0.0372,50.78
FL16Y J0127.7+3142,21.9286,31.7082,0.0778,0.0659,5.72
FL16Y J0127.9+1737,21.9838,17.624,0.0651,0.0622,-75.44
FL16Y J0127.9+4857,21.9933,48.9575,0.0751,0.0665,-0.14
FL16Y J0128.1+2614,22.0287,26.2488,0.1416,0.1088,62.41
FL16Y J0128.1-1722,22.0412,-17.3797,0.0804,0.0753,-68.57
FL16Y J0128.4-4624,22.1074,-46.4141,0.0853,0.0738,-23.44
FL16Y J0128.5+4440,22.1385,44.6812,0.068,0.0592,-13.1
FL16Y J0129.7+3437,22.4292,34.6269,0.0411,0.035,-13.31
FL16Y J0129.8+1445,22.4687,14.7625,0.0442,0.0384,-50.58
FL16Y J0130.1+6322,22.5396,63.37,0.1219,0.1044,-29.55
FL16Y J0130.5-2130,22.625,-21.5004,0.054,0.0454,-6.84
FL16Y J0130.5+1843,22.6432,18.7304,0.0469,0.043,45.33
FL16Y J0131.1+6120,22.7971,61.3413,0.0152,0.0143,8.8
FL16Y J0131.3+5546,22.8411,55.7734,0.0323,0.0243,66.04
FL16Y J0131.6-5347,22.9163,-53.7848,0.0453,0.0412,44.16
FL16Y J0132.3-0946,23.0999,-9.7805,0.104,0.0738,33.09
FL16Y J0132.4-3602,23.1167,-36.0423,0.1986,0.1583,77.28
FL16Y J0132.7-1654,23.1778,-16.9101,0.0173,0.0166,-73.14
FL16Y J0132.7-0804,23.1888,-8.0812,0.0366,0.034,56.51
FL16Y J0132.9-4414,23.2262,-44.2348,0.0357,0.0307,-61.7
FL16Y J0132.9+5930,23.2304,59.5119,0.1555,0.0575,39.54
FL16Y J0133.1-5200,23.2764,-52.0103,0.0139,0.0137,43.03
FL16Y J0133.1+4322,23.2801,43.3805,0.0804,0.0707,78.37
FL16Y J0133.1-4533,23.2922,-45.5546,0.0624,0.0447,-64.86
FL16Y J0133.7-3410,23.4363,-34.1796,0.1075,0.0707,-26.81
FL16Y J0133.8-4256,23.4734,-42.9346,0.1569,0.1153,0.45
FL16Y J0133.9-5527,23.4757,-55.4533,0.0789,0.0681,82.13
FL16Y J0134.4-3843,23.6189,-38.7286,0.0584,0.0555,23.05
FL16Y J0134.5+2638,23.625,26.639,0.0177,0.0159,-60.08
FL16Y J0135.0+5338,23.7729,53.6447,0.1452,0.0877,-57.88
FL16Y J0135.1+0254,23.7837,2.9156,0.0619,0.0518,48.24
FL16Y J0135.2+6918,23.8111,69.3092,0.1147,0.0888,-34.63
FL16Y J0135.4-2728,23.8539,-27.4668,0.0638,0.055,-61.44
FL16Y J0136.2-4707,24.051,-47.1262,0.0684,0.0551,68.14
FL16Y J0136.5+3906,24.1442,39.1025,0.0095,0.0094,-50.9
FL16Y J0136.5+3126,24.1446,31.4422,0.1189,0.0755,8.94
FL16Y J0136.7+2032,24.1845,20.535,0.1356,0.1133,63.94
FL16Y J0137.0+4751,24.2551,47.8605,0.0129,0.0125,4.87
FL16Y J0137.3-3240,24.3438,-32.68,0.0907,0.0802,49.12
FL16Y J0137.4+0848,24.3655,8.8022,0.152,0.1171,-69.09
FL16Y J0137.5-0632,24.3961,-6.5489,0.0524,0.0462,46.0
FL16Y J0137.6-2430,24.4013,-24.511,0.0326,0.0319,-9.89
FL16Y J0137.9+5814,24.4918,58.2397,0.0175,0.017,-15.4
FL16Y J0138.0+2247,24.5078,22.7928,0.0248,0.0233,-68.11
FL16Y J0138.2+7543,24.5714,75.7207,0.1539,0.0946,16.89
FL16Y J0138.5+3931,24.6275,39.5172,0.1002,0.0873,84.48
FL16Y J0138.5+6820,24.64,68.3498,0.0384,0.0345,46.17
FL16Y J0138.5+2923,24.6409,29.3879,0.0923,0.0666,51.29
FL16Y J0138.6-4613,24.6669,-46.2187,0.0337,0.0286,81.61
FL16Y J0139.0+2601,24.7747,26.0312,0.0602,0.055,32.52
FL16Y J0139.2-1705,24.8167,-17.0885,0.0559,0.0438,36.95
FL16Y J0139.4-2228,24.8705,-22.4763,0.0473,0.0433,38.57
FL16Y J0140.1+3610,25.0427,36.1738,0.0537,0.0483,-22.2
FL16Y J0140.2+5114,25.0599,51.2491,0.1132,0.1098,-83.54
FL16Y J0140.3+7054,25.0803,70.9102,0.0292,0.0268,-17.62
FL16Y J0140.4+0257,25.1143,2.9662,0.1263,0.1113,9.7
FL16Y J0140.6-4730,25.1503,-47.5128,0.102,0.0889,27.05
FL16Y J0140.7-0758,25.1854,-7.9812,0.0583,0.0494,-73.6
FL16Y J0140.8+8736,25.2121,87.6052,0.0448,0.0387,-76.79
FL16Y J0141.4-0929,25.3558,-9.4847,0.0121,0.0117,-62.45
FL16Y J0142.5-0544,25.6483,-5.7362,0.0619,0.0559,-77.5
FL16Y J0142.8+5958,25.7204,59.971,0.3483,0.3032,34.97
FL16Y J0142.8+6649,25.7233,66.8243,0.1718,0.1083,27.74
FL16Y J0143.1-3622,25.7973,-36.3731,0.0288,0.0255,84.87
FL16Y J0143.3-3201,25.8401,-32.0174,0.047,0.0459,82.34
FL16Y J0143.4+0735,25.866,7.59,0.0928,0.0808,-83.13
FL16Y J0143.7-5846,25.9414,-58.7689,0.0146,0.0143,59.74
FL16Y J0143.7+4948,25.9442,49.8087,0.0561,0.0419,-11.51
FL16Y J0144.2+5539,26.0509,55.6659,0.3936,0.2711,16.8
FL16Y J0144.5+2705,26.1484,27.0861,0.0112,0.0107,69.44
FL16Y J0144.9-2732,26.2485,-27.5437,0.0428,0.0398,-48.12
FL16Y J0145.8+2320,26.4533,23.3494,0.0869,0.0734,7.61
FL16Y J0145.9-6746,26.488,-67.7769,0.0266,0.0247,38.63
FL16Y J0146.4+4606,26.6041,46.1083,0.0415,0.0363,20.65
FL16Y J0146.9-5203,26.7254,-52.0539,0.0312,0.0276,-35.1
FL16Y J0147.6+1547,26.9097,15.7914,0.1411,0.0954,-67.13
FL16Y J0147.6-6028,26.9193,-60.4719,0.0557,0.05,-56.58
FL16Y J0147.7-0827,26.9307,-8.4504,0.0463,0.0392,61.79
FL16Y J0148.3+5202,27.0761,52.0357,0.0176,0.0169,21.85
FL16Y J0148.6+0127,27.1622,1.4594,0.0486,0.0445,-84.72
FL16Y J0149.9+2648,27.4756,26.8065,0.116,0.092,-18.84
FL16Y J0150.2+8601,27.5587,86.0293,0.0293,0.0229,70.06
FL16Y J0150.6+4849,27.6511,48.8329,0.0472,0.045,85.38
FL16Y J0150.6-3338,27.6722,-33.6489,0.1141,0.0984,-69.48
FL16Y J0150.7-5449,27.6811,-54.8237,0.0435,0.0403,27.77
FL16Y J0150.7-6833,27.6906,-68.5553,0.0488,0.0434,40.58
FL16Y J0150.8+1231,27.7226,12.5187,0.0782,0.0647,14.71
FL16Y J0151.1+0540,27.7752,5.6716,0.0449,0.0429,-80.64
FL16Y J0151.4-3606,27.8692,-36.1056,0.0544,0.0472,-81.53
FL16Y J0151.8+5455,27.9555,54.9277,0.13,0.076,-44.37
FL16Y J0152.3+2206,28.0895,22.1113,0.0514,0.0474,-48.38
FL16Y J0152.3+3715,28.0969,37.2643,0.0957,0.0698,58.22
FL16Y J0152.5-1406,28.1297,-14.1054,0.2308,0.167,-68.7
FL16Y J0152.6-5011,28.1535,-50.1887,0.0861,0.072,28.83
FL16Y J0152.6+0146,28.1625,1.7809,0.0202,0.0185,-33.56
FL16Y J0152.9-1108,28.2486,-11.1485,0.0619,0.0489,76.57
FL16Y J0153.1+7517,28.2811,75.2871,0.0203,0.018,60.62
FL16Y J0153.2-1844,28.3207,-18.7385,0.0903,0.0797,70.43
FL16Y J0153.3+5417,28.3356,54.2835,0.0562,0.038,-24.22
FL16Y J0153.4+7114,28.372,71.2421,0.0271,0.0253,-73.02
FL16Y J0154.0+0824,28.5047,8.4052,0.0169,0.0163,5.58
FL16Y J0154.1-0234,28.543,-2.5748,0.063,0.0525,-50.94
FL16Y J0154.5-6604,28.6472,-66.0815,0.0259,0.0248,-51.56
FL16Y J0155.0+4434,28.7555,44.5683,0.0291,0.0287,28.37
FL16Y J0155.0+4742,28.7608,47.712,0.0839,0.0687,75.9
FL16Y J0155.2+2919,28.815,29.3299,0.111,0.0744,63.31
FL16Y J0155.4+6643,28.8713,66.7173,0.1713,0.166,14.58
FL16Y J0155.7-0620,28.9487,-6.3456,0.0815,0.0777,62.96
FL16Y J0156.0+1503,29.0167,15.0598,0.052,0.0459,-15.22
FL16Y J0156.3-2419,29.0819,-24.3282,0.0331,0.0303,-14.71
FL16Y J0156.4+3915,29.1076,39.2588,0.0457,0.0421,-88.72
FL16Y J0156.4-1758,29.1227,-17.9708,0.0656,0.0536,84.37
FL16Y J0156.7-4744,29.1821,-47.736,0.0241,0.022,-39.09
FL16Y J0156.9-5302,29.2416,-53.0363,0.0189,0.0173,55.35
FL16Y J0157.0-3235,29.257,-32.5979,0.0535,0.0435,8.57
FL16Y J0157.0+4648,29.2627,46.8129,0.0611,0.0518,9.19
FL16Y J0157.6+3819,29.4096,38.3261,0.2101,0.1167,-71.54
FL16Y J0157.6-4615,29.4149,-46.2613,0.0528,0.0481,6.52
FL16Y J0157.7+1012,29.4379,10.2094,0.1006,0.07,-86.15
FL16Y J0158.2+2516,29.5701,25.2684,0.0545,0.0495,-64.04
FL16Y J0158.4+6057,29.6147,60.9623,0.2328,0.2011,72.08
FL16Y J0158.4-5004,29.6198,-50.0753,0.0492,0.0416,-73.56
FL16Y J0158.5-3932,29.6418,-39.539,0.0228,0.022,80.94
FL16Y J0158.6+0548,29.6642,5.8001,0.0611,0.0573,-59.7
FL16Y J0158.8-4253,29.7076,-42.8939,0.2389,0.1306,-25.42
FL16Y J0158.8+0102,29.7242,1.0353,0.0596,0.0467,-89.37
FL16Y J0159.1+3312,29.7801,33.2027,0.0513,0.0482,-57.99
FL16Y J0159.1+1254,29.7821,12.9159,0.3658,0.2106,-55.79
FL16Y J0159.1+7040,29.788,70.6696,0.106,0.0594,34.77
FL16Y J0159.5-3052,29.8801,-30.8699,0.1027,0.0719,62.98
FL16Y J0159.5+1046,29.8861,10.7795,0.0175,0.0165,-82.96
FL16Y J0159.7-2741,29.9318,-27.6928,0.0257,0.0246,58.1
FL16Y J0159.8-2235,29.9689,-22.5922,0.1155,0.0873,-40.72
FL16Y J0200.3-4109,30.0751,-41.163,0.0329,0.027,74.34
FL16Y J0201.0-6638,30.2556,-66.6368,0.048,0.0403,16.64
FL16Y J0201.0+0034,30.2675,0.5819,0.0421,0.0354,15.37
FL16Y J0201.1-4347,30.298,-43.7871,0.0408,0.0392,-0.76
FL16Y J0201.3-1219,30.3382,-12.3293,0.0546,0.0506,-73.05
FL16Y J0201.6+0259,30.4075,2.9932,0.2873,0.2457,-63.29
FL16Y J0202.1+1150,30.5425,11.8477,0.1045,0.09,89.8
FL16Y J0202.1+3941,30.5489,39.6937,0.1077,0.0883,-81.49
FL16Y J0202.3-3531,30.5799,-35.5266,0.0591,0.0465,44.63
FL16Y J0202.4-0601,30.6066,-6.0314,0.1379,0.1201,24.32
FL16Y J0202.4+0848,30.6226,8.816,0.0306,0.0283,4.16
FL16Y J0202.4+2943,30.6233,29.7271,0.0419,0.0391,-41.09
FL16Y J0202.7+3133,30.6836,31.5551,0.0536,0.0454,69.77
FL16Y J0202.7+4205,30.6964,42.0897,0.0433,0.0395,-57.91
FL16Y J0202.7+8119,30.6981,81.3329,0.046,0.0398,-87.52
FL16Y J0202.9-0248,30.7269,-2.8133,0.0506,0.0343,29.64
FL16Y J0203.0-0225,30.7694,-2.4208,0.0697,0.0596,-18.88
FL16Y J0203.3-2507,30.8409,-25.1167,0.0925,0.0708,-7.82
FL16Y J0203.7+3042,30.9314,30.7149,0.0183,0.0182,26.18
FL16Y J0203.7+7232,30.9327,72.5486,0.0262,0.0235,76.74
FL16Y J0203.7+5413,30.9457,54.2247,0.0882,0.0764,-26.59
FL16Y J0204.2-3333,31.053,-33.5651,0.0442,0.0405,-11.59
FL16Y J0204.3-3141,31.0774,-31.6907,0.1017,0.0661,-12.78
FL16Y J0204.3+2416,31.0922,24.2798,0.0489,0.0463,1.79
FL16Y J0204.6-1910,31.1559,-19.1824,0.2719,0.1707,-6.23
FL16Y J0204.8+6654,31.2052,66.9039,0.0543,0.043,21.61
FL16Y J0204.8+1514,31.2235,15.2395,0.0204,0.0198,-78.49
FL16Y J0204.9-1701,31.2281,-17.0209,0.0195,0.0193,66.08
FL16Y J0204.9+1442,31.242,14.7062,0.1075,0.0891,84.86
FL16Y J0205.2+3211,31.3095,32.1979,0.0307,0.029,-49.86
FL16Y J0205.6+6449e,31.404,64.828,,,
FL16Y J0205.6+6449,31.4227,64.8244,0.0171,0.0166,78.04
FL16Y J0206.1-0957,31.5295,-9.9588,0.0487,0.0479,-68.82
FL16Y J0206.4-1151,31.605,-11.8573,0.028,0.0272,5.4
FL16Y J0206.6+3829,31.6568,38.4946,0.0722,0.053,-89.64
FL16Y J0206.7-5748,31.6779,-57.8164,0.0387,0.0338,89.28
FL16Y J0207.0-1832,31.7593,-18.5434,0.0701,0.0645,-8.07
FL16Y J0207.3-3858,31.8279,-38.9676,0.0686,0.0595,-70.84
FL16Y J0207.5-2402,31.8844,-24.0446,0.0237,0.0234,-77.87
FL16Y J0207.5-1048,31.8968,-10.811,0.0668,0.0663,-46.3
FL16Y J0207.9+0951,31.9895,9.8657,0.0933,0.0847,65.82
FL16Y J0208.0-6839,32.0101,-68.661,0.0353,0.0336,13.08
FL16Y J0208.0+2203,32.0109,22.0601,0.05,0.0462,-44.44
FL16Y J0208.4-0047,32.1214,-0.7901,0.0522,0.046,60.61
FL16Y J0208.6+3523,32.1694,35.3931,0.0279,0.026,67.43
FL16Y J0209.2+5359,32.3138,53.9908,0.0454,0.0395,47.92
FL16Y J0209.3-5229,32.3392,-52.487,0.0113,0.0108,26.76
FL16Y J0209.3+4449,32.3392,44.827,0.0245,0.0225,87.92
FL16Y J0209.9+2517,32.4776,25.2906,0.0523,0.0418,-84.36
FL16Y J0210.0+2637,32.5045,26.6325,0.3174,0.1594,-10.97
FL16Y J0210.0+7229,32.5203,72.4941,0.0319,0.0295,-78.13
FL16Y J0210.3-1445,32.5759,-14.7574,0.0637,0.051,71.86
FL16Y J0210.7-5101,32.69,-51.0169,0.0101,0.01,-1.83
FL16Y J0211.2-0645,32.8044,-6.7545,0.064,0.0424,38.58
FL16Y J0211.2+1051,32.8093,10.8597,0.0109,0.0105,77.37
FL16Y J0211.6+6216,32.9002,62.2801,0.1214,0.1097,43.79
FL16Y J0212.0-2558,33.0237,-25.9793,0.052,0.0381,-59.12
FL16Y J0212.2+5321,33.0517,53.3577,0.0164,0.0161,-62.79
FL16Y J0212.2-0220,33.0525,-2.3433,0.0255,0.0238,52.6
FL16Y J0212.2-8333,33.0551,-83.5559,0.0426,0.0404,-53.67
FL16Y J0212.4-3502,33.1091,-35.044,0.0535,0.0377,27.4
FL16Y J0212.8-2717,33.2154,-27.2993,0.0566,0.0517,77.51
FL16Y J0212.9+2244,33.2442,22.7497,0.028,0.0239,-44.09
FL16Y J0213.1-0504,33.2873,-5.0783,0.0876,0.0764,85.54
FL16Y J0213.8-7025,33.4721,-70.4218,0.1015,0.0873,81.85
FL16Y J0213.9-6950,33.4803,-69.8415,0.0359,0.0318,9.91
FL16Y J0214.2-4733,33.5543,-47.5559,0.0502,0.0457,29.02
FL16Y J0214.4+5144,33.6051,51.7477,0.022,0.0197,-21.89
FL16Y J0214.4-5822,33.6062,-58.3686,0.057,0.053,7.41
FL16Y J0214.4-6148,33.6153,-61.8082,0.0884,0.0817,-86.23
FL16Y J0214.6-4334,33.6513,-43.5798,0.0504,0.0446,37.32
FL16Y J0214.8-3717,33.7149,-37.2867,0.214,0.1269,-0.47
FL16Y J0215.1-1619,33.7992,-16.3202,0.0411,0.0348,-36.67
FL16Y J0215.2-5329,33.8027,-53.4877,0.0594,0.0573,73.3
FL16Y J0215.4+7555,33.8546,75.9217,0.0253,0.0246,-19.77
FL16Y J0215.9+0521,33.9871,5.3642,0.0531,0.0478,28.64
FL16Y J0216.0+0259,34.0022,2.9953,0.0311,0.0291,82.3
FL16Y J0216.6-1016,34.1556,-10.27,0.0341,0.032,56.6
FL16Y J0216.6+2314,34.1658,23.2423,0.0323,0.0311,2.79
FL16Y J0216.8-6636,34.214,-66.6046,0.0202,0.0183,-20.49
FL16Y J0216.9+0510,34.2498,5.1746,0.0703,0.0587,59.82
FL16Y J0217.0-0820,34.2681,-8.3444,0.0434,0.04,6.15
FL16Y J0217.2+0837,34.3166,8.6207,0.0156,0.0151,79.57
FL16Y J0217.4+7351,34.3603,73.8545,0.0545,0.0473,-69.18
FL16Y J0217.8+0144,34.4577,1.738,0.0127,0.0125,61.87
FL16Y J0218.1+4233,34.5393,42.5506,0.0127,0.0124,72.81
FL16Y J0218.6-2307,34.6707,-23.1193,0.0463,0.0451,-44.07
FL16Y J0218.7+2640,34.6767,26.6794,0.0492,0.0454,-1.98
FL16Y J0219.0+3642,34.7516,36.701,0.0357,0.034,67.36
FL16Y J0219.0+2445,34.7551,24.7512,0.0239,0.0216,-10.87
FL16Y J0219.1-1723,34.7761,-17.3957,0.0349,0.0305,54.4
FL16Y J0219.5+0724,34.8854,7.4129,0.0494,0.0454,-66.4
FL16Y J0220.0-3001,35.0008,-30.0252,0.1165,0.0659,36.74
FL16Y J0220.1+1154,35.0337,11.9101,0.0939,0.059,84.44
FL16Y J0220.5+3246,35.1274,32.7825,0.2234,0.1893,66.61
FL16Y J0220.8-0841,35.2109,-8.6852,0.0603,0.0471,23.84
FL16Y J0221.1+3556,35.2794,35.9378,0.0104,0.0104,-21.07
FL16Y J0221.2-1312,35.3143,-13.2034,0.172,0.1156,21.19
FL16Y J0221.4+6241e,35.36,62.69,,,
FL16Y J0221.4+2514,35.3717,25.241,0.0409,0.0347,-89.77
FL16Y J0221.9-1615,35.4888,-16.2602,0.0261,0.0244,42.96
FL16Y J0222.0+3728,35.5035,37.4748,0.1026,0.0985,76.32
FL16Y J0222.4+6156e,35.62,61.94,,,
FL16Y J0222.5+5017,35.6473,50.2851,0.0531,0.0422,-53.43
FL16Y J0222.6+4302,35.6743,43.0363,0.0089,0.0087,64.74
FL16Y J0222.9+6821,35.7405,68.3586,0.0273,0.0218,-35.14
FL16Y J0223.1-1117,35.7908,-11.2958,0.032,0.0259,73.26
FL16Y J0223.3-3443,35.8315,-34.721,0.1365,0.1015,-59.77
FL16Y J0223.5+5415,35.8777,54.2572,0.0465,0.0351,-13.23
FL16Y J0223.5+3912,35.8822,39.2052,0.0393,0.0334,75.15
FL16Y J0223.5-0926,35.8935,-9.4353,0.0494,0.0458,53.07
FL16Y J0223.6-1655,35.9058,-16.9176,0.0653,0.0581,70.54
FL16Y J0224.0-1850,36.0205,-18.8474,0.0394,0.0363,-61.81
FL16Y J0224.2+1615,36.0579,16.259,0.0472,0.0347,-83.64
FL16Y J0224.3-7940,36.077,-79.6781,0.0388,0.0326,79.13
FL16Y J0224.4+0700,36.1072,7.014,0.0702,0.0605,60.95
FL16Y J0224.7+1804,36.1767,18.0736,0.477,0.3723,-21.2
FL16Y J0225.1-2604,36.2919,-26.0784,0.044,0.0407,28.82
FL16Y J0225.4-4503,36.3632,-45.0506,0.069,0.0648,58.23
FL16Y J0225.4-5618,36.3711,-56.3147,0.0469,0.0453,50.1
FL16Y J0225.4-5528,36.3743,-55.4704,0.0461,0.0428,-9.08
FL16Y J0225.7+1311,36.4493,13.1836,0.0446,0.0423,-22.43
FL16Y J0226.3-1846,36.5902,-18.7742,0.1837,0.1273,-69.59
FL16Y J0226.3+7747,36.5959,77.7934,0.0662,0.041,-30.14
FL16Y J0226.6+0938,36.6582,9.6364,0.0722,0.0608,-84.45
FL16Y J0226.6+2312,36.6641,23.2011,0.0599,0.0473,-30.03
FL16Y J0226.6-4440,36.667,-44.6799,0.0322,0.028,28.78
FL16Y J0226.7-0553,36.6788,-5.8955,0.0493,0.0414,-7.97
FL16Y J0226.8+2932,36.7163,29.5424,0.3126,0.2004,-1.0
FL16Y J0227.1-1739,36.7793,-17.6639,0.0855,0.078,-86.88
FL16Y J0227.2+0201,36.8155,2.0327,0.0235,0.0212,-52.65
FL16Y J0227.3+3933,36.833,39.566,0.1067,0.0851,11.4
FL16Y J0227.6-6119,36.9227,-61.3221,0.2195,0.1185,-73.51
FL16Y J0227.8-3026,36.9555,-30.4365,0.0512,0.0458,12.22
FL16Y J0227.9+2246,36.9826,22.7675,0.0564,0.045,-58.11
FL16Y J0228.1-3101,37.0341,-31.0313,0.0591,0.0523,-68.57
FL16Y J0228.2+6128,37.0595,61.4786,0.0745,0.0599,-46.37
FL16Y J0228.3+8209,37.0812,82.1547,0.0873,0.0748,-56.67
FL16Y J0228.3-5546,37.0842,-55.7732,0.0124,0.0123,-35.63
FL16Y J0228.4-2233,37.1122,-22.5534,0.0887,0.0662,64.82
FL16Y J0228.6+6721,37.1716,67.3546,0.0371,0.0316,-66.18
FL16Y J0229.0-5404,37.2737,-54.0759,0.1111,0.0925,-52.85
FL16Y J0229.5-3644,37.3877,-36.7382,0.0321,0.0307,62.53
FL16Y J0230.2-5237,37.5517,-52.6332,0.2385,0.105,-41.09
FL16Y J0230.2+1713,37.5625,17.2281,0.1079,0.0833,-16.62
FL16Y J0230.8+4032,37.7045,40.5489,0.0224,0.0222,13.79
FL16Y J0230.9+0654,37.7495,6.9044,0.1646,0.1268,82.24
FL16Y J0231.2-5755,37.801,-57.917,0.031,0.0282,-74.78
FL16Y J0231.2-4746,37.804,-47.7733,0.0261,0.0253,23.34
FL16Y J0231.2+3507,37.8129,35.1309,0.1231,0.0732,32.91
FL16Y J0231.8+1321,37.9723,13.3638,0.0458,0.0425,-56.11
FL16Y J0232.3-3943,38.0761,-39.7211,0.2339,0.1338,-49.11
FL16Y J0232.6-1120,38.1509,-11.3377,0.0353,0.0314,33.91
FL16Y J0232.7+2017,38.195,20.2986,0.0292,0.0274,-57.92
FL16Y J0232.9+2608,38.2287,26.1415,0.0432,0.0376,-61.54
FL16Y J0233.0+3739,38.2573,37.6666,0.0576,0.0402,10.87
FL16Y J0233.5+0655,38.3949,6.9215,0.0339,0.0311,31.52
FL16Y J0233.7+0626,38.4341,6.4443,0.1664,0.1496,-43.79
FL16Y J0233.8-2424,38.4659,-24.4046,0.0913,0.0826,-79.9
FL16Y J0234.2-0628,38.5552,-6.48,0.0351,0.0323,-31.28
FL16Y J0234.3+2127,38.5821,21.4516,0.0715,0.0588,53.57
FL16Y J0234.4+8043,38.6046,80.7275,0.041,0.0366,44.76
FL16Y J0235.4+5650,38.8625,56.8466,0.0538,0.0489,23.16
FL16Y J0235.5-2939,38.886,-29.6594,0.0386,0.0376,-55.04
FL16Y J0236.7-6136,39.1906,-61.6143,0.0217,0.0207,25.11
FL16Y J0237.0-0714,39.2719,-7.2464,0.0544,0.0489,-65.21
FL16Y J0237.4+2000,39.356,20.0044,0.05,0.0484,-64.72
FL16Y J0237.6+0205,39.4068,2.088,0.0614,0.0581,75.34
FL16Y J0237.6-3602,39.4121,-36.0436,0.0275,0.0272,-73.62
FL16Y J0237.7+0919,39.4293,9.3328,0.0433,0.0362,24.48
FL16Y J0237.8+2848,39.4731,28.8039,0.0102,0.0099,56.77
FL16Y J0237.9+5238,39.4827,52.6482,0.024,0.023,53.39
FL16Y J0238.0-3905,39.5128,-39.0843,0.027,0.0254,-32.81
FL16Y J0238.2-2625,39.5587,-26.4237,0.1975,0.1232,-22.94
FL16Y J0238.2+1531,39.5598,15.5221,0.0694,0.0592,30.55
FL16Y J0238.5-3116,39.6292,-31.2822,0.0151,0.014,-88.57
FL16Y J0238.6+2556,39.6652,25.9412,0.2956,0.0791,-57.68
FL16Y J0238.6+1637,39.666,16.6211,0.0103,0.0102,88.71
FL16Y J0238.8+6634,39.7076,66.5786,0.0924,0.0802,-36.41
FL16Y J0239.4+1326,39.8739,13.4398,0.1816,0.0998,14.81
FL16Y J0239.7+0416,39.9303,4.2741,0.0541,0.0505,82.33
FL16Y J0240.3-0250,40.0818,-2.844,0.0957,0.0772,4.44
FL16Y J0240.5+6113A,40.1429,61.232,0.0087,0.0087,-43.78
FL16Y J0240.5+6113B,40.1429,61.232,,,
FL16Y J0240.6+3530,40.1564,35.5037,0.0511,0.0423,59.87
FL16Y J0240.7-3400,40.1862,-34.0073,0.0495,0.0473,12.0
