16YName,4FGLName,1FLATName,16Y_ASSOC1,New/confirmed,WHO-1,Second evaluation,WHO-2,comment,nu_syn,nuFnu_syn,1/2FLATra,1/2FLATdec,4LAC_ASSOC1,4FGL_ASSOC1
FL16Y J1534.9+5320,4FGL J1535.0+5320,1FLAT J153500.6+532039,1ES 1533+535,,,,,,17.2,-11.5,233.75262,53.34436,1ES 1533+535,1ES 1533+535
FL16Y J1535.4-3134,4FGL J1535.3-3135,1FLAT J153529.7-313346,2MASS J15352963-3133461,,,,,,16.9,-12.0,233.87371,-31.56286,2MASS J15352963-3133461,2MASS J15352963-3133461
FL16Y J1537.9-1343,4FGL J1537.9-1344,1FLAT J153757.1-134319,1RXS J153757.1-134334,,,,,,17.6,-12.4,234.48771,-13.72209,1RXS J153757.1-134334,1RXS J153757.1-134334
FL16Y J1539.7-1128,4FGL J1539.7-1127,1FLAT J153941.2-112833,PMN J1539-1128,,,,,,15.9,-11.7,234.92174,-11.47596,PMN J1539-1128,PMN J1539-1128
FL16Y J1540.2+8155,4FGL J1540.1+8155,1FLAT J154014.0+815505,1ES 1544+820,,,,,,16.6,-11.4,235.05826,81.91811,1ES 1544+820,1ES 1544+820
FL16Y J1542.0-2915,4FGL J1541.9-2915,1FLAT J154203.1-291509,NVSS J154203-291509,,,,,,17.3,-11.6,235.51287,-29.25256,NVSS J154203-291509,NVSS J154203-291509
FL16Y J1543.1+4209,4FGL J1543.1+4209,2FLAT J154310.9+421008,,New blazar,P.G.,,,,16.6,-12.7,235.7956,42.1689,,
FL16Y J1544.3-0649,4FGL J1544.3-0649,1FLAT J154419.7-064915,NVSS J154419-064913,,,,,,16.9,-11.1,236.08211,-6.82099,NVSS J154419-064913,NVSS J154419-064913
FL16Y J1544.9+3219,4FGL J1544.9+3218,1FLAT J154433.2+322149,FBQS J154433.2+322149,,,,,,15.8,-12.5,236.13832,32.36364,,
FL16Y J1545.8-2338,4FGL J1545.8-2336,1FLAT J154546.6-233928,NVSS J154546-233929,,,,,,16.9,-11.7,236.44408,-23.65789,NVSS J154546-233929,NVSS J154546-233929
FL16Y J1546.6-2904,4FGL J1546.4-2903,1FLAT J154625.0-285723,3HSP J154625.0-285724,,,,,,15.7,-12.3,236.60417,-28.95661,NVSS J154625-285723,NVSS J154625-285723
FL16Y J1547.1-2802,4FGL J1547.3-2802,1FLAT J154712.1-280221,1RXS J154711.8-280222,,,,,,15.8,-12.0,236.80054,-28.03931,1RXS J154711.8-280222,1RXS J154711.8-280222
FL16Y J1548.3-2109,4FGL J1548.4-2109,1FLAT J154827.3-211106,1RXS J154828.0-211057,,,,,,17.9,-11.7,237.11375,-21.18503,,1RXS J154828.0-211057
FL16Y J1548.8-2250,4FGL J1548.8-2250,1FLAT J154849.7-225100,PMN J1548-2251,,,,,,16.9,-11.2,237.20728,-22.8502,PMN J1548-2251,PMN J1548-2251
FL16Y J1549.0+4822,4FGL J1549.0+4821,1FLAT J154902.0+482157,NVSS J154901+482158,,,,,,17.1,-12.5,237.25837,48.36611,NVSS J154901+482158,NVSS J154901+482158
FL16Y J1549.7-3044,4FGL J1549.8-3044,1FLAT J154946.4-304458,NVSS J154946-304501,,,,,,16.2,-12.0,237.44316,-30.74965,NVSS J154946-304501,NVSS J154946-304501
FL16Y J1549.8-0659,4FGL J1549.8-0659,1FLAT J154952.0-065907,NVSS J154952-065907,,,,,,16.3,-11.7,237.46683,-6.9855,NVSS J154952-065907,NVSS J154952-065907
FL16Y J1553.5-6911,4FGL J1553.5-6910,1FLAT J155336.6-690901,1RXS J155334.0-690848,,,,,,17.2,-11.8,238.40231,-69.15044,1RXS J155334.0-690848,1RXS J155334.0-690848
FL16Y J1554.3+2009,4FGL J1554.2+2008,1FLAT J155424.1+201125,QSO B1552+20,,,,,,17.9,-11.6,238.60054,20.19039,,
FL16Y J1554.4-1215,4FGL J1554.4-1215,1FLAT J155432.1-121326,GALEXASC J155432.61-121325.7,,,,,,16.2,-11.9,238.63387,-12.22405,GALEXASC J155432.61-121325.7,GALEXASC J155432.61-121325.7
FL16Y J1555.3+2904,4FGL J1555.3+2903,1FLAT J155512.9+290329,,,,,,,15.6,-12.3,238.80378,29.05832,,
FL16Y J1555.7+1111,4FGL J1555.7+1111,1FLAT J155543.0+111124,PG 1553+113,,,,,,15.8,-10.3,238.92935,11.19008,PG 1553+113,PG 1553+113
FL16Y J1603.5+1552,4FGL J1603.5+1552,1FLAT J160338.1+155402,1ES 1601+160,,,,,,17.2,-11.8,240.90859,15.9007,,1ES 1601+160
FL16Y J1603.7+5009,4FGL J1603.8+5009,1FLAT J160339.4+500957,SDSS J160339.49+500955.5,,,,,,15.9,-12.2,240.91416,50.16608,SDSS J160339.49+500955.5,SDSS J160339.49+500955.5
FL16Y J1604.9-3414,4FGL J1604.9-3414,1FLAT J160455.3-341402,1RXS J160452.5-341407,,,,,,16.2,-12.3,241.23053,-34.23409,1RXS J160452.5-341407,1RXS J160452.5-341407
FL16Y J1605.3+5422,4FGL J1605.5+5423,1FLAT J160519.1+542100,RBS 1555,,,,,,17.8,-12.0,241.32954,54.35022,RBS 1555,RBS 1555
FL16Y J1605.7+7207,4FGL J1605.8+7208,2FLAT J160535.7+720852,RX J1605.4+7208,Confirmed F16Y,P.G.,,,,17.5,-12.5,241.39871,72.14795,RX J1605.4+7208,RX J1605.4+7208
FL16Y J1606.3+5630,4FGL J1606.3+5629,1FLAT J160620.7+563020,RBS 1558,,,,,,17.2,-11.8,241.58618,56.50558,RBS 1558,RBS 1558
FL16Y J1606.8-6641,,2FLAT J160658.5-664616,,New blazar,P.G.,,,,16.4,-11.9,241.74371,-66.77131,,
FL16Y J1608.0+2541,4FGL J1607.8+2541,1FLAT J160740.6+254115,NVSS J160740+254113,,,,,,16.1,-10.9,241.91913,25.68769,,NVSS J160740+254113
FL16Y J1610.1+6710,,2FLAT J161004.0+671026,RXS J16100+6710,Confirmed F16Y,P.G.,,,,17.9,-12.1,242.51688,67.17397,,
FL16Y J1610.7-6648,4FGL J1610.7-6648,1FLAT J161046.4-664901,PMN J1610-6649,,,,,,15.9,-12.0,242.6935,-66.817,PMN J1610-6649,PMN J1610-6649
FL16Y J1613.3-1906,4FGL J1613.3-1907,1FLAT J161327.2-190836,2MASS J16132720-1908364,,,,,,15.7,-12.4,243.36321,-19.14342,2MASS J16132720-1908364,2MASS J16132720-1908364
FL16Y J1614.8-0850,4FGL J1614.8-0850,1FLAT J161444.0-085120,1RXS J161443.4-085130,,,,,,16.9,-12.4,243.68329,-8.85572,1RXS J161443.4-085130,1RXS J161443.4-085130
FL16Y J1621.2-0032,4FGL J1621.3-0030,1FLAT J162115.3-003138,NVSS J162115-003137,,,,,,17.0,-12.0,245.31372,-0.52743,NVSS J162115-003137,NVSS J162115-003137
FL16Y J1622.9+4401,4FGL J1622.9+4401,1FLAT J162259.3+440138,FIRST J162259.2+440142,,,,,,16.0,-12.3,245.74706,44.02746,,FIRST J162259.2+440142
FL16Y J1623.4+0859,4FGL J1623.4+0858,1FLAT J162330.6+085724,SDSS J162330.56+085724.5,,,,,,17.5,-11.9,245.87733,8.95675,SDSS J162330.56+085724.5,SDSS J162330.56+085724.5
FL16Y J1626.4+3513,4FGL J1626.3+3514,1FLAT J162625.9+351341,RGB J1626+352,,,,,,16.2,-11.9,246.60774,35.22815,RGB J1626+352,RGB J1626+352
FL16Y J1626.7+6258,4FGL J1626.5+6257,1FLAT J162646.1+630048,WISEA J162646.04+630048.7,,,,,,16.7,-12.0,246.69193,63.01345,,
FL16Y J1627.7+0251,4FGL J1627.7+0251,1FLAT J162754.1+025109,CLASS J1627+0251,,,,,,15.7,-11.9,246.97562,2.85267,CLASS J1627+0251,CLASS J1627+0251
FL16Y J1628.2+4643,4FGL J1628.2+4642,1FLAT J162755.4+464248,,,,,,,16.4,-12.0,246.98092,46.71352,,
FL16Y J1628.8+2530,4FGL J1628.8+2529,1FLAT J162839.0+252755,LEDA 58287,,,,,,16.6,-12.0,247.16258,25.46553,,LEDA 58287
FL16Y J1631.4+4219,4FGL J1631.5+4219,1FLAT J163124.7+421702,RX J1631.4+4217,,,,,,17.3,-11.9,247.85295,42.28399,,RX J1631.4+4217
FL16Y J1631.8+4145,4FGL J1631.8+4144,1FLAT J163146.7+414632,WISEA J163146.72+414632.7,,,,,,16.3,-12.5,247.94468,41.77576,,
FL16Y J1637.2+1313,4FGL J1637.1+1316,1FLAT J163716.7+131438,1RXS J163717.1+131418,,,,,,15.8,-12.3,249.31971,13.24411,1RXS J163717.1+131418,1RXS J163717.1+131418
FL16Y J1638.1+0041,4FGL J1638.0+0042,1FLAT J163808.8+004222,NVSS J163809+004223,,,,,,16.1,-12.2,249.53683,0.70625,NVSS J163809+004223,NVSS J163809+004223
FL16Y J1638.1+7325,4FGL J1637.7+7326,1FLAT J163801.7+732615,RX J1637.9+7326,,,,,,16.5,-12.4,249.50692,73.43772,RX J1637.9+7326,RX J1637.9+7326
FL16Y J1640.2+6851,4FGL J1640.3+6850,1FLAT J164015.5+685232,NVSS J164014+685231,,,,,,15.8,-12.1,250.06469,68.87561,NVSS J164014+685231,NVSS J164014+685231
FL16Y J1640.8+5143,,2FLAT J164108.8+514443,,new but check,P.G.,,,,15.8,-12.8,250.28674,51.74549,,
FL16Y J1642.3+2212,4FGL J1642.4+2211,1FLAT J164220.4+221141,1RXS J164220.4+221132,,,,,,16.8,-12.0,250.58517,22.19488,1RXS J164220.4+221132,1RXS J164220.4+221132
FL16Y J1643.5-0645,4FGL J1643.5-0646,1FLAT J164328.9-064619,NVSS J164328-064619,,,,,,16.7,-11.8,250.87043,-6.77202,NVSS J164328-064619,NVSS J164328-064619
FL16Y J1643.6+3317,4FGL J1643.7+3317,1FLAT J164339.5+331647,RX J1643.5+3316,,,,,,17.7,-12.5,250.9144,33.27997,RX J1643.5+3316,RX J1643.5+3316
FL16Y J1644.2+4546,4FGL J1644.2+4546,1FLAT J164420.0+454644,B3 1642+458,,,,,,15.7,-12.1,251.08322,45.779,B3 1642+458,B3 1642+458
