16YName,4FGLName,1FLATName,16Y_ASSOC1,New/confirmed,WHO-1,Second evaluation,WHO-2,comment,nu_syn,nuFnu_syn,1/2FLATra,1/2FLATdec,4LAC_ASSOC1,4FGL_ASSOC1
FL16Y J0257.1+3358,4FGL J0257.0+3358,1FLAT J025708.0+335730,GB6 J0257+3357,,,,,,15.7,-11.2,44.28314,33.95849,GB6 J0257+3357,GB6 J0257+3357
FL16Y J0259.3+0308,4FGL J0259.4+0308,1FLAT J025925.4+030730,1RXS J025923.7+030736,,,,,,16.4,-12.4,44.85576,3.12509,1RXS J025923.7+030736,1RXS J025923.7+030736
FL16Y J0300.2-0515,4FGL J0300.2-0514,1FLAT J030013.1-051515,FIRST J030013.1-051514,,,,,,16.2,-12.3,45.05442,-5.25441,,FIRST J030013.1-051514
FL16Y J0301.0+3444,,2FLAT J030103.8+344101,QSO B0257+34,Confirmed F16Y,P.G.,,,,17.0,-11.8,45.26564,34.68363,,
FL16Y J0302.4+3354,4FGL J0302.5+3354,2FLAT J030227.0+335445,NVSS J030226+335447,Confirmed F16Y,P.G.,,,,15.9,-12.3,45.61269,33.91272,,
FL16Y J0303.3+0554,4FGL J0303.3+0555,1FLAT J030330.2+055430,GB6 J0303+0554,,,,,,17.0,-11.8,45.87584,5.90839,GB6 J0303+0554,GB6 J0303+0554
FL16Y J0304.2-2833,4FGL J0304.4-2833,1FLAT J030416.4-283218,RBS 0385,,,,,,18.0,-11.6,46.06818,-28.53835,RBS 0385,RBS 0385
FL16Y J0304.5-0054,4FGL J0304.5-0054,1FLAT J030433.8-005403,RX J0304.5-0054,,,,,,16.4,-12.0,46.14102,-0.90102,RX J0304.5-0054,RX J0304.5-0054
FL16Y J0305.1-1608,4FGL J0305.1-1608,1FLAT J030515.0-160816,PKS 0302-16,,,,,,16.8,-11.9,46.31262,-16.13782,PKS 0302-16,PKS 0302-16
FL16Y J0310.6-1036,4FGL J0310.8-1041,1FLAT J031034.1-103714,PMN J0310-1037,,,,,,15.7,-12.3,47.64189,-10.62059,PMN J0310-1037,PMN J0310-1037
FL16Y J0310.6-5017,4FGL J0310.6-5017,1FLAT J031035.0-501633,1RXS J031036.0-501615,,,,,,16.3,-11.7,47.64583,-50.27606,1RXS J031036.0-501615,1RXS J031036.0-501615
FL16Y J0310.8-4401,4FGL J0311.5-4402,1FLAT J031103.6-440226,GALEXASC J031103.24-440227.8,,,,,,17.3,-11.9,47.76517,-44.04059,GALEXASC J031103.24-440227.8,GALEXASC J031103.24-440227.8
FL16Y J0312.6-1559,4FGL J0312.6-1601,1FLAT J031249.1-160004,1eRASS J031249.2-160006,,,,,,18.1,-12.5,48.20476,-16.00116,,
FL16Y J0312.6-2728,,2FLAT J031238.5-272653,1eRASS J031238.1-272654,Confirmed F16Y,P.G.,,,,18.3,-12.8,48.16031,-27.44809,,
FL16Y J0312.9+3614,4FGL J0312.9+3614,1FLAT J031250.3+361519,V Zw 326,,,,,,16.1,-11.5,48.20946,36.25542,V Zw 326,V Zw 326
FL16Y J0314.1+2420,4FGL J0314.2+2419,1FLAT J031407.6+241922,,,,,,,16.1,-12.0,48.53181,24.32296,,
FL16Y J0314.4+0620,4FGL J0314.3+0620,1FLAT J031424.0+061956,NVSS J031423+061955,,,,,,16.6,-11.6,48.60016,6.33233,NVSS J031423+061955,NVSS J031423+061955
FL16Y J0316.2-2608,4FGL J0316.2-2608,1FLAT J031614.9-260757,RBS 0405,,,,,,16.0,-11.5,49.06221,-26.13256,RBS 0405,RBS 0405
FL16Y J0316.2-5627,4FGL J0316.0-5626,1FLAT J031613.5-562550,1RXS J031613.4-562545,,,,,,16.4,-12.2,49.05606,-56.4308,1RXS J031613.4-562545,1RXS J031613.4-562545
FL16Y J0316.2-6437,4FGL J0316.2-6437,1FLAT J031614.6-643734,SUMSS J031614-643732,,,,,,16.4,-11.5,49.06086,-64.62625,SUMSS J031614-643732,SUMSS J031614-643732
FL16Y J0316.6-2216,4FGL J0316.6-2216,1FLAT J031633.7-221612,1RXS J031634.6-221612,,,,,,17.4,-12.1,49.14058,-22.27022,1RXS J031634.6-221612,1RXS J031634.6-221612
FL16Y J0316.8+4120,4FGL J0316.8+4120,1FLAT J031643.4+411930,IC 310,,,,,,17.1,-11.4,49.18067,41.32517,IC 310,IC 310
FL16Y J0317.8+2010,4FGL J0317.9+2010,1FLAT J031746.6+201106,1RXS J031747.5+201120,,,,,,16.4,-12.2,49.44417,20.18525,,1RXS J031747.5+201120
FL16Y J0319.6-7046,4FGL J0319.4-7045,1FLAT J032009.2-704533,MRSS 054-102986,,,,,,18.1,-11.7,50.03838,-70.75933,MRSS 054-102986,MRSS 054-102986
FL16Y J0319.8+1845,4FGL J0319.8+1845,1FLAT J031951.8+184534,1E 0317.0+1835,,,,,,17.6,-11.5,49.9657,18.75964,1E 0317.0+1835,1E 0317.0+1835
FL16Y J0320.6+1125,4FGL J0320.6+1125,1FLAT J032038.1+112451,1RXS J032037.9+112503,,,,,,16.0,-12.2,50.1589,11.41438,1RXS J032037.9+112503,1RXS J032037.9+112503
FL16Y J0321.3+0426,4FGL J0321.3+0425,1FLAT J032056.4+042448,NVSS J032130+042628,,,,,,17.7,-12.0,50.23494,4.41348,NVSS J032130+042628,NVSS J032130+042628
FL16Y J0322.0+2336,4FGL J0322.0+2335,1FLAT J032160.0+233609,MG3 J032201+2336,,,,,,15.7,-11.4,50.49994,23.60255,MG3 J032201+2336,MG3 J032201+2336
FL16Y J0325.3-5635,4FGL J0325.5-5635,1FLAT J032523.5-563544,1RXS J032521.8-563543,,,,,,16.3,-11.4,51.34803,-56.59574,1RXS J032521.8-563543,1RXS J032521.8-563543
FL16Y J0326.2+0225,4FGL J0326.2+0225,1FLAT J032613.9+022514,1H 0323+022,,,,,,15.9,-11.4,51.55811,2.42074,1H 0323+022,1H 0323+022
FL16Y J0326.7-3404,4FGL J0326.7-3404,1FLAT J032647.4-340447,NVSS J032644-340330,,,,,,16.3,-12.2,51.69731,-34.07996,NVSS J032644-340330,NVSS J032644-340330
FL16Y J0327.6+2619,4FGL J0327.6+2620,2FLAT J032737.3+262011,,New blazar,P.G.,,,,16.1,-12.3,51.9054,26.33639,,
FL16Y J0328.8-5715,4FGL J0328.8-5715,1FLAT J032852.7-571604,WISEA J032852.69-571605.5,,,,,,17.2,-11.9,52.21956,-57.26786,WISEA J032852.69-571605.5,WISEA J032852.69-571605.5
FL16Y J0330.8-2407,4FGL J0330.7-2408,1FLAT J033050.0-240612,NVSS J033050-240612,,,,,,16.4,-12.5,52.70847,-24.10334,NVSS J033050-240612,NVSS J033050-240612
FL16Y J0331.8-7039,4FGL J0331.8-7040,1FLAT J033202.4-703948,SUMSS J033202-703952,,,,,,17.5,-12.0,53.01003,-70.66357,SUMSS J033202-703952,SUMSS J033202-703952
FL16Y J0332.9-3620,,2FLAT J033312.3-361946,WISEA J033312.26-361946.7,Confirmed F16Y,P.G.,,,,17.4,-12.1,53.30111,-36.32963,,
FL16Y J0333.5-2709,4FGL J0333.4-2705,2FLAT J033331.9-270916,1eRASS J033331.8-270916,Confirmed F16Y,P.G.,,,,16.7,-12.3,53.38305,-27.15459,,
FL16Y J0335.8+2732,4FGL J0335.8+2733,1FLAT J033553.8+273417,1RXS J033552.9+273420,,,,,,16.4,-12.6,53.97427,27.57155,1RXS J033552.9+273420,1RXS J033552.9+273420
FL16Y J0336.5-0347,4FGL J0336.5-0348,1FLAT J033623.8-034738,1RXS J033623.3-034727,,,,,,17.4,-11.6,54.09918,-3.79405,1RXS J033623.3-034727,1RXS J033623.3-034727
FL16Y J0338.1-2443,4FGL J0338.1-2443,1FLAT J033812.5-244350,2E 0336.0-2453,,,,,,17.3,-12.1,54.55228,-24.73058,2E 0336.0-2453,2E 0336.0-2453
FL16Y J0338.5+1302,4FGL J0338.5+1302,1FLAT J033829.3+130215,RX J0338.4+1302,,,,,,15.7,-11.6,54.62199,13.03763,RX J0338.4+1302,RX J0338.4+1302
FL16Y J0338.7-5322,4FGL J0338.7-5319,1FLAT J033851.9-532425,1RXS J033852.3-532427,,,,,,15.7,-12.7,54.71639,-53.40705,1RXS J033852.3-532427,1RXS J033852.3-532427
FL16Y J0338.7-5705,4FGL J0338.7-5706,1FLAT J033832.0-570448,1RXS J033832.0-570449,,,,,,16.6,-12.3,54.63342,-57.08017,1RXS J033832.0-570449,1RXS J033832.0-570449
FL16Y J0338.9-2846,4FGL J0338.9-2848,1FLAT J033859.4-284615,NVSS J033859-284619,,,,,,15.6,-11.8,54.74752,-28.77103,NVSS J033859-284619,NVSS J033859-284619
FL16Y J0342.1+6929,,2FLAT J034218.9+692917,1RXS J034220.9+69291,Confirmed F16Y,P.G.,,,,16.3,-12.2,55.5789,69.48806,,
FL16Y J0343.0-3704,,2FLAT J034254.2-370737,FCCB 1628,Confirmed F16Y,P.G.,,,,17.7,-11.6,55.72576,-37.12712,,
FL16Y J0347.5-0132,4FGL J0347.6-0133,1FLAT J034732.9-013216,NVSS J034732-013218,,,,,,16.9,-12.3,56.88705,-1.53791,NVSS J034732-013218,NVSS J034732-013218
FL16Y J0348.5-1804,4FGL J0348.5-1804,2FLAT J034832.0-175928,,New blazar,P.G.,,,,16.4,-12.5,57.13335,-17.99118,,
FL16Y J0349.3-1159,4FGL J0349.4-1159,1FLAT J034923.1-115924,1ES 0347-121,,,,,,17.6,-11.4,57.34617,-11.99015,1ES 0347-121,1ES 0347-121
FL16Y J0349.9+0641,4FGL J0350.0+0640,1FLAT J034957.8+064126,NVSS J034957+064126,,,,,,17.7,-11.8,57.49101,6.69061,NVSS J034957+064126,NVSS J034957+064126
FL16Y J0350.4-5144,4FGL J0350.4-5144,1FLAT J035028.4-514454,3HSP J035028.0-514454,,,,,,17.2,-11.7,57.61821,-51.74845,1RXS J035037.0-514457,1RXS J035037.0-514457
FL16Y J0350.8-2815,4FGL J0350.8-2814,1FLAT J035051.3-281632,GALEXASC J035051.31-281633.0,,,,,,17.4,-12.0,57.71383,-28.27573,GALEXASC J035051.31-281633.0,GALEXASC J035051.31-281633.0
FL16Y J0351.1-1950,,2FLAT J035054.6-195223,1eRASS J035054.7-195224,Confirmed F16Y,P.G.,,,,18.2,-12.2,57.72774,-19.8732,,
FL16Y J0352.0-3702,4FGL J0352.0-3702,1FLAT J035154.6-370344,1E 0350.0-3712,,,,,,17.4,-11.9,57.9773,-37.06228,1E 0350.0-3712,1E 0350.0-3712
FL16Y J0352.9-3622,4FGL J0352.9-3623,1FLAT J035305.0-362308,XRS J0353-3623,,,,,,16.9,-11.8,58.27102,-36.38567,XRS J0353-3623,XRS J0353-3623
FL16Y J0353.0-6831,4FGL J0353.0-6831,1FLAT J035257.5-683117,PKS 0352-686,,,,,,17.6,-12.1,58.23946,-68.52142,PKS 0352-686,PKS 0352-686
FL16Y J0353.5+8256,4FGL J0353.7+8257,1FLAT J035308.0+825633,WN B0343.1+8247,,,,,,16.3,-11.6,58.28336,82.94255,WN B0343.1+8247,WN B0343.1+8247
FL16Y J0355.1-1842,4FGL J0355.1-1841,1FLAT J035513.3-184308,NVSS J035513-184309,,,,,,16.8,-12.0,58.80547,-18.71909,NVSS J035513-184309,NVSS J035513-184309
FL16Y J0356.0-1329,4FGL J0356.1-1329,1FLAT J035610.7-132905,NVSS J035611-132908,,,,,,16.1,-12.2,59.04475,-13.48495,NVSS J035611-132908,NVSS J035611-132908
FL16Y J0357.3-0319,4FGL J0357.2-0319,1FLAT J035726.1-031759,2MASS J03572609-0317596,,,,,,17.9,-12.0,59.35879,-3.29982,2MASS J03572609-0317596,2MASS J03572609-0317596
FL16Y J0357.6-6808,4FGL J0357.7-6808,1FLAT J035733.0-680932,LEDA  287938,,,,,,16.5,-12.0,59.38732,-68.15908,,
FL16Y J0358.9-3053,4FGL J0359.0-3053,1FLAT J035856.1-305447,NVSS J035856-305446,,,,,,16.4,-11.9,59.73377,-30.9133,NVSS J035856-305446,NVSS J035856-305446
FL16Y J0400.9+8152,4FGL J0401.2+8153,1FLAT J040128.7+815311,WN B0352.3+8144,,,,,,16.6,-12.1,60.36973,81.88666,WN B0352.3+8144,WN B0352.3+8144
FL16Y J0401.1-5354,4FGL J0401.0-5353,1FLAT J040111.2-535458,1RXS J040111.9-535456,,,,,,18.1,-11.8,60.29667,-53.91623,1RXS J040111.9-535456,1RXS J040111.9-535456
FL16Y J0403.2-2429,,2FLAT J040324.6-242949,6dF J0403246-242950,Confirmed F16Y,P.G.,,,,18.3,-11.9,60.85241,-24.49717,,
FL16Y J0409.2+2543,4FGL J0409.2+2542,1FLAT J040921.7+254441,,,,,,,15.8,-12.5,62.340406,25.744962,,
FL16Y J0409.4+3202,4FGL J0409.4+3201,1FLAT J040928.5+320245,NVSS J040928+320245,,,,,,17.2,-11.8,62.36879,32.04611,NVSS J040928+320245,NVSS J040928+320245
FL16Y J0412.5-5434,4FGL J0412.6-5434,1FLAT J041247.0-543549,1RXS J041247.4-543540,,,,,,16.6,-12.5,63.19576,-54.59722,1RXS J041247.4-543540,1RXS J041247.4-543540
FL16Y J0412.8-3927,4FGL J0412.7-3927,1FLAT J041238.5-392629,WISEA J041238.45-392629.5,,,,,,17.4,-12.3,63.16042,-39.44162,WISEA J041238.45-392629.5,WISEA J041238.45-392629.5
FL16Y J0414.8-5339,4FGL J0414.8-5338,1FLAT J041458.1-533943,RBS 0526,,,,,,17.2,-11.4,63.74222,-53.66215,RBS 0526,RBS 0526
FL16Y J0416.0-6628,4FGL J0416.0-6628,1FLAT J041604.9-662858,PMN J0416-6629,,,,,,16.1,-12.1,64.02056,-66.48294,PMN J0416-6629,PMN J0416-6629
FL16Y J0416.8+0105,4FGL J0416.9+0105,1FLAT J041652.5+010523,1ES 0414+009,,,,,,17.0,-11.1,64.21876,1.08997,1ES 0414+009,1ES 0414+009
FL16Y J0418.4-4342,4FGL J0418.4-4342,2FLAT J041832.3-434156,,New blazar,,,,,16.5,-12.9,64.63444,-43.69896,,
FL16Y J0420.1-6015,4FGL J0420.3-6016,1FLAT J042011.0-601505,1RXS J042012.8-601446,,,,,,16.3,-12.0,65.04596,-60.25144,1RXS J042012.8-601446,1RXS J042012.8-601446
FL16Y J0420.6-4608,,2FLAT J042051.9-460427,,New blazar,P.G.,,,,16.4,-12.6,65.2162,-46.07432,,
FL16Y J0420.7-4759,4FGL J0420.6-4802,1FLAT J042038.7-475701,1eRASS J042038.4-475700,,,,,,16.7,-12.4,65.16143,-47.95055,,
FL16Y J0421.5-0627,4FGL J0421.6-0627,1FLAT J042133.0-062903,RBS 0537,,,,,,17.5,-12.0,65.38731,-6.48422,,RBS 0537
FL16Y J0422.2+1951,4FGL J0422.3+1951,1FLAT J042218.3+195054,MS 0419.3+1943,,,,,,17.2,-11.6,65.57642,19.84859,MS 0419.3+1943,MS 0419.3+1943
FL16Y J0423.2-1408,4FGL J0423.1-1408,1FLAT J042314.2-140838,1eRASS J042314.0-140839,,,,,,16.7,-12.6,65.80906,-14.144,,
FL16Y J0423.7+0831,4FGL J0423.7+0831,1FLAT J042342.1+083104,NVSS J042342+083059,,,,,,16.5,-12.3,65.92528,8.51804,NVSS J042342+083059,NVSS J042342+083059
FL16Y J0427.4-1831,4FGL J0427.5-1831,1FLAT J042733.4-183010,PMN J0427-1835,,,,,,17.9,-11.8,66.88897,-18.50286,,PMN J0427-1835
FL16Y J0429.0-3236,4FGL J0429.3-3238,1FLAT J042900.1-323640,NVSS J042900-323638,,,,,,16.6,-12.0,67.25044,-32.61123,NVSS J042900-323638,NVSS J042900-323638
FL16Y J0431.8+7403,4FGL J0431.8+7403,1FLAT J043145.2+740326,GB6 J0431+7403,,,,,,15.7,-11.8,67.93839,74.05749,GB6 J0431+7403,GB6 J0431+7403
FL16Y J0433.1+3228,4FGL J0433.1+3227,1FLAT J043307.6+322840,NVSS J043307+322840,,,,,,16.0,-11.9,68.28146,32.47801,NVSS J043307+322840,NVSS J043307+322840
FL16Y J0433.5-1044,4FGL J0433.5-1039,1FLAT J043332.9-104232,1RXS J043333.5-104220,,,,,,15.9,-12.2,68.38707,-10.70897,1RXS J043333.5-104220,1RXS J043333.5-104220
FL16Y J0434.7+0923,4FGL J0434.7+0922,1FLAT J043441.0+092348,TXS 0431+092,,,,,,16.1,-11.6,68.67075,9.39683,TXS 0431+092,TXS 0431+092
FL16Y J0435.3-2621,4FGL J0435.4-2623,1FLAT J043517.8-262122,1RXS J043518.7-262120,,,,,,17.1,-11.8,68.824,-26.35619,1RXS J043518.7-262120,1RXS J043518.7-262120
FL16Y J0437.6-8323,4FGL J0439.6-8322,1FLAT J044843.6-832300,WISEA J043836.30-832242.2,,,,,,15.8,-12.3,72.18158,-83.38358,,
FL16Y J0439.5-3202,4FGL J0439.4-3202,1FLAT J043932.3-320051,1RXS J043931.4-320045,,,,,,15.6,-12.4,69.88439,-32.01443,1RXS J043931.4-320045,1RXS J043931.4-320045
FL16Y J0440.2-2458,4FGL J0440.2-2458,1FLAT J044018.6-245934,RBS 0570,,,,,,16.3,-12.0,70.07733,-24.99281,RBS 0570,RBS 0570
FL16Y J0441.4+1505,4FGL J0441.5+1505,1FLAT J044127.5+150455,1RXS J044127.8+150455,,,,,,18.2,-11.5,70.36446,15.08211,1RXS J044127.8+150455,1RXS J044127.8+150455
FL16Y J0442.7+6141,4FGL J0442.7+6142,1FLAT J044240.7+614039,GB6 J0442+6140,,,,,,17.3,-11.6,70.66938,61.67769,GB6 J0442+6140,GB6 J0442+6140
FL16Y J0443.3-4151,4FGL J0443.4-4152,1FLAT J044328.4-415156,1RXS J044328.4-415151,,,,,,17.0,-11.5,70.86833,-41.86558,1RXS J044328.4-415151,1RXS J044328.4-415151
FL16Y J0448.5-1632,4FGL J0448.6-1632,1FLAT J044837.7-163242,RBS 0589,,,,,,16.4,-11.6,72.15719,-16.5451,RBS 0589,RBS 0589
FL16Y J0449.4-4350,4FGL J0449.4-4350,1FLAT J044924.5-435004,PKS 0447-439,,,,,,15.9,-10.5,72.35217,-43.83462,PKS 0447-439,PKS 0447-439
FL16Y J0450.8-2328,4FGL J0450.8-2327,1FLAT J045107.3-232533,1RXS J045108.4-232541,,,,,,16.2,-12.4,72.78052,-23.42594,,1RXS J045108.4-232541
FL16Y J0453.6-3018,,2FLAT J045345.3-301823,1RXS J045345.1-30183,Confirmed F16Y,P.G.,,,,17.3,-12.3,73.43883,-30.30657,,
FL16Y J0458.1+6244,4FGL J0458.2+6244,2FLAT J045731.6+624252,,New blazar,P.G.,,,,15.6,-12.5,74.38146,62.71459,,
FL16Y J0459.5+1921,4FGL J0459.4+1921,1FLAT J045927.4+192215,1RXS J045931.5+192242,,,,,,16.5,-12.2,74.86433,19.37105,1RXS J045931.5+192242,1RXS J045931.5+192242
FL16Y J0459.6-5414,4FGL J0459.7-5413,1FLAT J045937.0-541707,WISEA J045936.99-541707.4,,,,,,16.6,-12.3,74.90413,-54.28539,,
FL16Y J0501.1+2423,4FGL J0501.0+2424,1FLAT J050106.8+242318,1RXS J050107.1+242318,,,,,,15.9,-12.1,75.27848,24.38837,1RXS J050107.1+242318,1RXS J050107.1+242318
FL16Y J0502.8+6531,4FGL J0502.9+6533,1FLAT J050305.8+653401,1E 0458.1+6530,,,,,,17.3,-11.9,75.77429,65.56697,1E 0458.1+6530,1E 0458.1+6530
FL16Y J0503.6-1115,4FGL J0503.5-1116,1FLAT J050335.4-111507,1RXS J050335.6-111504,,,,,,16.3,-11.9,75.89754,-11.25198,1RXS J050335.6-111504,1RXS J050335.6-111504
FL16Y J0504.4-0956,4FGL J0504.3-0955,1FLAT J050419.5-095632,NVSS J050419-095633,,,,,,17.7,-11.6,76.08129,-9.94244,NVSS J050419-095633,NVSS J050419-095633
FL16Y J0505.5+0416,4FGL J0505.6+0415,1FLAT J050534.9+041554,MG1 J050533+0415,,,,,,15.6,-11.5,76.39526,4.26504,MG1 J050533+0415,MG1 J050533+0415
FL16Y J0506.0-3821,4FGL J0505.8-3817,1FLAT J050601.7-382055,1RXS J050559.9-382059,,,,,,16.8,-11.8,76.50696,-38.34875,1RXS J050559.9-382059,1RXS J050559.9-382059
FL16Y J0506.0+6113,4FGL J0506.0+6113,1FLAT J050558.8+611335,RX J0505.9+6113,,,,,,15.7,-11.8,76.49496,61.22664,RX J0505.9+6113,RX J0505.9+6113
FL16Y J0506.5-4629,4FGL J0506.6-4629,2FLAT J050636.6-462607,,New blazar,P.G.,,,,16.8,-12.7,76.65254,-46.43538,,
FL16Y J0506.8+0323,4FGL J0506.9+0323,1FLAT J050650.1+032359,NVSS J050650+032401,,,,,,15.6,-12.3,76.70895,3.39992,NVSS J050650+032401,NVSS J050650+032401
FL16Y J0506.9-5435,4FGL J0506.9-5435,1FLAT J050657.9-543502,1ES 0505-546,,,,,,16.3,-11.5,76.74116,-54.58414,1ES 0505-546,1ES 0505-546
FL16Y J0507.4-3347,4FGL J0507.4-3346,1FLAT J050727.1-334631,1RXS J050727.6-334628,,,,,,17.3,-11.8,76.86285,-33.77551,1RXS J050727.6-334628,1RXS J050727.6-334628
FL16Y J0507.9+6737,4FGL J0507.9+6737,1FLAT J050756.2+673724,1ES 0502+675,,,,,,16.4,-11.2,76.98407,67.62341,1ES 0502+675,1ES 0502+675
FL16Y J0509.1-7317,4FGL J0509.1-7317,1FLAT J050912.8-731755,WISEA J050912.88-731755.6,,,,,,15.6,-12.4,77.30344,-73.2987,,WISEA J050912.88-731755.6
FL16Y J0509.5-0401,4FGL J0509.6-0402,1FLAT J050938.2-040045,1H 0506-039,,,,,,17.8,-11.4,77.40908,-4.01269,1H 0506-039,1H 0506-039
FL16Y J0509.9-0203,4FGL J0510.0-0204,2FLAT 77.3762 -2.0020,,new but check,P.G.,,,,15.9,-13.0,77.4287,-2.1908,,
FL16Y J0510.1-6416,4FGL J0509.9-6417,1FLAT J050957.3-641741,RBS 0625,,,,,,17.3,-11.5,77.4887,-64.29494,RBS 0625,RBS 0625
FL16Y J0516.4+7351,4FGL J0516.4+7350,1FLAT J051631.2+735108,GB6 J0516+7350,,,,,,16.4,-11.5,79.13012,73.85241,GB6 J0516+7350,GB6 J0516+7350
FL16Y J0520.5+6532,4FGL J0520.6+6531,1FLAT J052042.0+653352,WISEA J052041.98+653351.7,,,,,,17.3,-12.2,80.17508,65.56446,WISEA J052041.98+653351.7,WISEA J052041.98+653351.7
FL16Y J0521.4-2957,4FGL J0521.4-2957,1FLAT J052133.6-295748,WISEA J052133.66-295748.3,,,,,,16.4,-12.4,80.3898,-29.96351,,WISEA J052133.66-295748.3
FL16Y J0524.5-2614,4FGL J0524.5-2614,1FLAT J052439.7-261554,NVSS J052439-261551,,,,,,17.1,-12.0,81.16522,-26.26509,NVSS J052439-261551,NVSS J052439-261551
FL16Y J0526.7-1519,4FGL J0526.7-1519,1FLAT J052645.4-151900,NVSS J052645-151900,,,,,,15.7,-11.2,81.68936,-15.31678,NVSS J052645-151900,NVSS J052645-151900
FL16Y J0529.0+0935,4FGL J0529.1+0935,1FLAT J052902.6+093435,GB6 J0529+0934,,,,,,17.6,-11.6,82.26067,9.57652,GB6 J0529+0934,GB6 J0529+0934
FL16Y J0532.5-5113,,2FLAT J053230.3-511344,,New blazar,P.G.,,,,16.4,-12.9,83.09865,-51.25445,,
FL16Y J0535.9-6409,,2FLAT J053600.6-640418,,New blazar,P.G.,,,,15.8,-12.5,84.00238,-64.07183,,
FL16Y J0536.1-1206,4FGL J0536.1-1205,1FLAT J053626.8-120651,,,,,,,15.7,-12.3,84.111685,-12.114228,,
FL16Y J0536.4-2548,4FGL J0536.5-2548,1FLAT J053626.7-254746,GALEXASC J053626.90-254747.9,,,,,,16.4,-12.1,84.11118,-25.79625,GALEXASC J053626.90-254747.9,GALEXASC J053626.90-254747.9
FL16Y J0536.4-3343,4FGL J0536.4-3343,1FLAT J053629.1-334302,1RXS J053629.4-334302,,,,,,15.7,-11.1,84.12111,-33.71736,1RXS J053629.4-334302,1RXS J053629.4-334302
FL16Y J0537.6+0400,4FGL J0537.6+0400,2FLAT J053743.2+040031,1eRASS J053743.5+040035,Confirmed F16Y,P.G.,,,,15.8,-12.4,84.43009,4.00879,,
FL16Y J0537.8-5718,4FGL J0537.7-5717,1FLAT J053749.0-571830,1RXS J053749.3-571844,,,,,,15.6,-11.7,84.45397,-57.30836,1RXS J053749.3-571844,1RXS J053749.3-571844
FL16Y J0538.2-3910,4FGL J0538.2-3910,1FLAT J053810.4-390842,NVSS J053810-390844,,,,,,16.6,-12.0,84.54318,-39.14513,NVSS J053810-390844,NVSS J053810-390844
FL16Y J0539.0-6331,4FGL J0539.2-6333,1FLAT J053843.2-632817,SUMSS J053855-633239,,,,,,16.1,-12.3,84.67997,-63.47139,,
FL16Y J0539.9-1028,4FGL J0539.7-1030,1FLAT J053949.6-102938,NVSS J053949-102938,,,,,,17.7,-12.2,84.9565,-10.49389,NVSS J053949-102938,NVSS J053949-102938
FL16Y J0540.5+5823,4FGL J0540.5+5823,1FLAT J054030.0+582338,GB6 J0540+5823,,,,,,16.1,-11.5,85.12504,58.39401,GB6 J0540+5823,GB6 J0540+5823
FL16Y J0541.1-4854,4FGL J0541.1-4854,1FLAT J054106.9-485410,1RXS J054106.1-485408,,,,,,16.2,-12.5,85.27883,-48.90286,1RXS J054106.1-485408,1RXS J054106.1-485408
FL16Y J0543.9-5532,4FGL J0543.9-5531,1FLAT J054357.3-553210,1RXS J054357.3-553206,,,,,,16.4,-10.9,85.98895,-55.53613,1RXS J054357.3-553206,1RXS J054357.3-553206
FL16Y J0546.8-2205,4FGL J0546.9-2206,1FLAT J054656.8-220457,1RXS J054656.9-220500,,,,,,16.1,-12.3,86.73658,-22.08262,1RXS J054656.9-220500,1RXS J054656.9-220500
FL16Y J0548.9-2149,,2FLAT J054857.5-214919,3HSP J054903.0-215001,Confirmed F16Y,P.G.,,,,16.3,-12.4,87.26413,-21.83349,,
FL16Y J0550.4-4356,4FGL J0550.5-4356,1FLAT J055026.6-435703,WISEA J055026.58-435703.2,,,,,,15.6,-12.4,87.61086,-43.95101,,
FL16Y J0550.6-3216,4FGL J0550.5-3216,1FLAT J055040.6-321616,PKS 0548-322,,,,,,17.6,-10.9,87.66904,-32.27125,PKS 0548-322,PKS 0548-322
FL16Y J0553.5-2034,4FGL J0553.5-2034,1FLAT J055333.1-203418,NVSS J055333-203417,,,,,,16.2,-11.7,88.38801,-20.57191,NVSS J055333-203417,NVSS J055333-203417
FL16Y J0554.0-5050,4FGL J0553.9-5048,1FLAT J055359.7-505143,1eRASS J055359.5-505144,,,,,,15.9,-12.3,88.4986,-50.86221,,
FL16Y J0554.2-0258,4FGL J0554.2-0259,1FLAT J055418.9-025836,,,,,,,15.8,-12.5,88.57892,-2.97667,,
FL16Y J0554.4-2757,4FGL J0554.4-2757,1FLAT J055411.1-275729,2MASS J05541110-2757300,,,,,,15.6,-12.6,88.54627,-27.95832,2MASS J05541110-2757300,2MASS J05541110-2757300
FL16Y J0557.3-0616,4FGL J0557.3-0615,1FLAT J055716.8-061706,1RXS J055717.0-061705,,,,,,17.4,-11.6,89.32017,-6.28523,1RXS J055717.0-061705,1RXS J055717.0-061705
FL16Y J0558.0-3836,4FGL J0558.0-3837,1FLAT J055806.4-383831,EXO 0556.4-3838,,,,,,16.8,-11.3,89.5268,-38.64211,EXO 0556.4-3838,EXO 0556.4-3838
FL16Y J0600.1+6410,4FGL J0559.9+6409,1FLAT J055959.3+640958,GB6 J0559+6409,,,,,,15.7,-12.1,89.99699,64.16622,GB6 J0559+6409,GB6 J0559+6409
FL16Y J0602.0+5316,4FGL J0602.0+5315,1FLAT J060200.4+531600,GB6 J0601+5315,,,,,,16.1,-11.2,90.50185,53.26668,GB6 J0601+5315,GB6 J0601+5315
