ra,dec,name
244.348625,8.90409611,161723.67+085414.7
244.57329889,33.15024694,161817.59+330900.8
244.81893,33.71067194,161916.54+334238.4
244.91901806,25.72308306,161940.56+254323.0
246.1832,48.13527111,162443.96+480806.9
246.75809389,31.597,162701.94+313549.2
246.76800306,14.35688889,162704.32+142124.8
246.90893889,41.32125,162738.14+411916.5
247.85178111,29.88377,163124.42+295301.5
247.98388194,43.99544889,163156.13+435943.6
248.00464694,37.63055306,163201.11+373749.9
248.06044694,12.30088611,163214.50+121803.1
253.64931306,33.04762389,165435.83+330251.4
254.49613611,48.11483,165759.07+480653.3
254.87417,42.76823306,165929.80+424605.6
255.25251,64.20260694,170100.60+641209.3
255.62942611,32.78880111,170231.06+324719.6
256.11938694,24.48834111,170428.65+242918.0
256.32836306,24.06724306,170518.80+240402.0
257.88042194,33.59538306,171131.30+333543.3
258.54847611,57.97610806,171411.63+575833.9
259.26953694,28.23347889,171704.68+281400.5
260.11125194,55.673395,172026.70+554024.2
281.42566,63.436235,184542.15+632610.4
311.40234389,-1.02998694,204536.56-010147.9
315.005175,-7.19342,210001.24-071136.3
320.872785,-0.84803611,212329.46-005052.9
325.22731806,0.42726111,214054.55+002538.1
327.561525,-6.88735111,215014.76-065314.4
329.57911806,2.14714611,215818.98+020849.7
336.58938611,25.26252389,222621.45+251545.0
337.69120611,3.15518111,223045.88+030918.6
339.03200389,13.73203306,223607.68+134355.3
339.97678,27.40928611,223954.42+272433.4
344.01407611,27.535975,225603.37+273209.5
348.351905,0.57903194,231324.45+003444.5
350.73605111,18.97126889,232256.65+185816.5
351.89442306,3.39248194,232734.66+032332.9
352.38406194,4.63458,232932.17+043804.4
356.25179694,-0.99335194,234500.43-005936.0
356.97775389,32.89575194,234754.66+325344.7
358.34089194,-1.25782306,235321.81-011528.1
359.09169889,-1.60539889,235622.00-013619.4
